"","from","to","from_id","to_id","freq","from_lat","from_long","to_lat","to_long"
"593","E Pine St & 16th Ave","Key Arena / 1st Ave N & Harrison St","CH-07","SLU-19",69,47.61533,-122.311752,47.622277,-122.35523
"594","Lake Union Park / Valley St & Boren Ave N","REI / Yale Ave N & John St","SLU-17","SLU-01",69,47.626041,-122.335831,47.619859,-122.330304
"595","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","2nd Ave & Blanchard St","WF-04","BT-05",69,47.607702,-122.34165,47.61311,-122.344208
"596","Summit Ave & E Denny Way","Bellevue Ave & E Pine St","CH-01","CH-12",69,47.618633,-122.325249,47.615456,-122.326729
"597","12th Ave & E Mercer St","Harvard Ave & E Pine St","CH-15","CH-09",68,47.624142,-122.316811,47.615517,-122.322083
"598","Harvard Ave & E Pine St","3rd Ave & Broad St","CH-09","BT-01",68,47.615517,-122.322083,47.618418,-122.350964
"599","Lake Union Park / Valley St & Boren Ave N","Dexter Ave & Denny Way","SLU-17","SLU-18",68,47.626041,-122.335831,47.618285,-122.342205
"600","3rd Ave & Broad St","City Hall / 4th Ave & James St","BT-01","CBD-07",67,47.618418,-122.350964,47.603509,-122.330409
"601","6th Ave & Blanchard St","2nd Ave & Vine St","BT-04","BT-03",67,47.616094,-122.341102,47.615829,-122.348564
"602","7th Ave & Union St","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","CBD-03","WF-04",67,47.610731,-122.332447,47.607702,-122.34165
"603","Bellevue Ave & E Pine St","2nd Ave & Vine St","CH-12","BT-03",67,47.615456,-122.326729,47.615829,-122.348564
"604","Dexter Ave N & Aloha St","Pine St & 9th Ave","SLU-02","SLU-16",67,47.627735,-122.342232,47.613715,-122.331777
"605","Harvard Ave & E Pine St","Bellevue Ave & E Pine St","CH-09","CH-12",67,47.615517,-122.322083,47.615456,-122.326729
"606","PATH / 9th Ave & Westlake Ave","Union St & 4th Ave","SLU-07","CBD-04",67,47.61832,-122.338913,47.609221,-122.335596
"607","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","6th Ave S & S King St","WF-04","ID-04",67,47.607702,-122.34165,47.598488,-122.326412
"608","Westlake Ave & 6th Ave","City Hall / 4th Ave & James St","SLU-15","CBD-07",67,47.613628,-122.337341,47.603509,-122.330409
"609","12th Ave & E Mercer St","Lake Union Park / Valley St & Boren Ave N","CH-15","SLU-17",66,47.624142,-122.316811,47.626041,-122.335831
"610","7th Ave & Union St","Harvard Ave & E Pine St","CBD-03","CH-09",66,47.610731,-122.332447,47.615517,-122.322083
"611","Dexter Ave & Denny Way","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","SLU-18","WF-04",66,47.618285,-122.342205,47.607702,-122.34165
"612","E Harrison St & Broadway Ave E","Occidental Park / Occidental Ave S & S Washington St","CH-02","PS-04",66,47.622063,-122.321251,47.600757,-122.332946
"613","Frye Art Museum / Terry Ave & Columbia St","Summit Ave E & E Republican St","FH-01","CH-03",66,47.607281,-122.324783,47.623367,-122.325279
"614","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","Key Arena / 1st Ave N & Harrison St","PS-05","SLU-19",66,47.598994,-122.329684,47.622277,-122.35523
"615","NE 47th St & 12th Ave NE","Burke-Gilman Trail / NE Blakeley St & 24th Ave NE","UD-07","UD-01",66,47.663143,-122.315086,47.666145,-122.301491
"616","Republican St & Westlake Ave N","6th Ave & Blanchard St","SLU-04","BT-04",66,47.623165,-122.338203,47.616094,-122.341102
"617","2nd Ave & Blanchard St","Pine St & 9th Ave","BT-05","SLU-16",65,47.61311,-122.344208,47.613715,-122.331777
"618","7th Ave & Union St","Cal Anderson Park / 11th Ave & Pine St","CBD-03","CH-08",65,47.610731,-122.332447,47.615486,-122.318245
"619","Bellevue Ave & E Pine St","7th Ave & Union St","CH-12","CBD-03",65,47.615456,-122.326729,47.610731,-122.332447
"620","Burke-Gilman Trail / NE Blakeley St & 24th Ave NE","Eastlake Ave E & E Allison St","UD-01","EL-05",65,47.666145,-122.301491,47.64909,-122.322983
"621","City Hall / 4th Ave & James St","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","CBD-07","WF-04",65,47.603509,-122.330409,47.607702,-122.34165
"622","Dexter Ave N & Aloha St","Eastlake Ave E & E Allison St","SLU-02","EL-05",65,47.627735,-122.342232,47.64909,-122.322983
"623","Dexter Ave N & Aloha St","REI / Yale Ave N & John St","SLU-02","SLU-01",65,47.627735,-122.342232,47.619859,-122.330304
"624","E Blaine St & Fairview Ave E","12th Ave & NE Campus Pkwy","EL-03","UD-04",65,47.634831,-122.326634,47.656395,-122.31562
"625","NE 47th St & 12th Ave NE","15th Ave NE & NE 40th St","UD-07","UW-04",65,47.663143,-122.315086,47.65559,-122.31189
"626","PATH / 9th Ave & Westlake Ave","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","SLU-07","EL-01",65,47.61832,-122.338913,47.627643,-122.332576
"627","Republican St & Westlake Ave N","7th Ave & Union St","SLU-04","CBD-03",65,47.623165,-122.338203,47.610731,-122.332447
"628","Summit Ave & E Denny Way","Westlake Ave & 6th Ave","CH-01","SLU-15",65,47.618633,-122.325249,47.613628,-122.337341
"629","Summit Ave E & E Republican St","3rd Ave & Broad St","CH-03","BT-01",65,47.623367,-122.325279,47.618418,-122.350964
"630","Union St & 4th Ave","PATH / 9th Ave & Westlake Ave","CBD-04","SLU-07",65,47.609221,-122.335596,47.61832,-122.338913
"631","12th Ave & E Denny Way","6th Ave S & S King St","CH-06","ID-04",64,47.618549,-122.317017,47.598488,-122.326412
"632","15th Ave E & E Thomas St","12th Ave & E Mercer St","CH-05","CH-15",64,47.620712,-122.312805,47.624142,-122.316811
"633","2nd Ave & Pine St","E Blaine St & Fairview Ave E","CBD-13","EL-03",64,47.610185,-122.339641,47.634831,-122.326634
"634","2nd Ave & Pine St","Lake Union Park / Valley St & Boren Ave N","CBD-13","SLU-17",64,47.610185,-122.339641,47.626041,-122.335831
"635","2nd Ave & Spring St","PATH / 9th Ave & Westlake Ave","CBD-06","SLU-07",64,47.60595,-122.335768,47.61832,-122.338913
"636","6th Ave S & S King St","Seattle University / E Columbia St & 12th Ave","ID-04","FH-04",64,47.598488,-122.326412,47.609239,-122.316651
"637","Cal Anderson Park / 11th Ave & Pine St","Harvard Ave & E Pine St","CH-08","CH-09",64,47.615486,-122.318245,47.615517,-122.322083
"638","E Harrison St & Broadway Ave E","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","CH-02","PS-05",64,47.622063,-122.321251,47.598994,-122.329684
"639","Frye Art Museum / Terry Ave & Columbia St","REI / Yale Ave N & John St","FH-01","SLU-01",64,47.607281,-122.324783,47.619859,-122.330304
"640","Harvard Ave & E Pine St","Key Arena / 1st Ave N & Harrison St","CH-09","SLU-19",64,47.615517,-122.322083,47.622277,-122.35523
"641","Key Arena / 1st Ave N & Harrison St","City Hall / 4th Ave & James St","SLU-19","CBD-07",64,47.622277,-122.35523,47.603509,-122.330409
"642","Occidental Park / Occidental Ave S & S Washington St","2nd Ave & Vine St","PS-04","BT-03",64,47.600757,-122.332946,47.615829,-122.348564
"643","Pier 69 / Alaskan Way & Clay St","2nd Ave & Vine St","WF-01","BT-03",64,47.614315,-122.354093,47.615829,-122.348564
"644","Westlake Ave & 6th Ave","Eastlake Ave E & E Allison St","SLU-15","EL-05",64,47.613628,-122.337341,47.64909,-122.322983
"645","Cal Anderson Park / 11th Ave & Pine St","2nd Ave & Blanchard St","CH-08","BT-05",63,47.615486,-122.318245,47.61311,-122.344208
"646","Dexter Ave N & Aloha St","2nd Ave & Blanchard St","SLU-02","BT-05",63,47.627735,-122.342232,47.61311,-122.344208
"647","Harvard Ave & E Pine St","12th Ave & E Mercer St","CH-09","CH-15",63,47.615517,-122.322083,47.624142,-122.316811
"648","Key Arena / 1st Ave N & Harrison St","REI / Yale Ave N & John St","SLU-19","SLU-01",63,47.622277,-122.35523,47.619859,-122.330304
"649","UW Intramural Activities Building","UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd","UW-07","UW-10",63,47.653713,-122.302162,47.650725,-122.311188
"650","UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd","12th Ave & NE Campus Pkwy","UW-10","UD-04",63,47.650725,-122.311188,47.656395,-122.31562
"651","15th Ave E & E Thomas St","PATH / 9th Ave & Westlake Ave","CH-05","SLU-07",62,47.620712,-122.312805,47.61832,-122.338913
"652","7th Ave & Union St","2nd Ave & Spring St","CBD-03","CBD-06",62,47.610731,-122.332447,47.60595,-122.335768
"653","7th Ave & Union St","Summit Ave E & E Republican St","CBD-03","CH-03",62,47.610731,-122.332447,47.623367,-122.325279
"654","Frye Art Museum / Terry Ave & Columbia St","7th Ave & Union St","FH-01","CBD-03",62,47.607281,-122.324783,47.610731,-122.332447
"655","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","Seattle University / E Columbia St & 12th Ave","PS-05","FH-04",62,47.598994,-122.329684,47.609239,-122.316651
"656","Pine St & 9th Ave","12th Ave & E Denny Way","SLU-16","CH-06",62,47.613715,-122.331777,47.618549,-122.317017
"657","Pine St & 9th Ave","Westlake Ave & 6th Ave","SLU-16","SLU-15",62,47.613715,-122.331777,47.613628,-122.337341
"658","Summit Ave E & E Republican St","2nd Ave & Blanchard St","CH-03","BT-05",62,47.623367,-122.325279,47.61311,-122.344208
"659","UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd","UW Intramural Activities Building","UW-10","UW-07",62,47.650725,-122.311188,47.653713,-122.302162
"660","2nd Ave & Spring St","1st Ave & Marion St","CBD-06","CBD-05",61,47.60595,-122.335768,47.604058,-122.3358
"661","6th Ave & Blanchard St","Key Arena / 1st Ave N & Harrison St","BT-04","SLU-19",61,47.616094,-122.341102,47.622277,-122.35523
"662","Cal Anderson Park / 11th Ave & Pine St","12th Ave & E Denny Way","CH-08","CH-06",61,47.615486,-122.318245,47.618549,-122.317017
"663","Lake Union Park / Valley St & Boren Ave N","Pier 69 / Alaskan Way & Clay St","SLU-17","WF-01",61,47.626041,-122.335831,47.614315,-122.354093
"664","REI / Yale Ave N & John St","Occidental Park / Occidental Ave S & S Washington St","SLU-01","PS-04",61,47.619859,-122.330304,47.600757,-122.332946
"665","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","2nd Ave & Vine St","WF-04","BT-03",61,47.607702,-122.34165,47.615829,-122.348564
"666","UW Intramural Activities Building","Children's Hospital / Sandpoint Way NE & 40th Ave NE","UW-07","DPD-03",61,47.653713,-122.302162,47.663509,-122.284119
"667","15th Ave NE & NE 40th St","E Blaine St & Fairview Ave E","UW-04","EL-03",60,47.65559,-122.31189,47.634831,-122.326634
"668","2nd Ave & Pine St","12th Ave & E Mercer St","CBD-13","CH-15",60,47.610185,-122.339641,47.624142,-122.316811
"669","2nd Ave & Vine St","Lake Union Park / Valley St & Boren Ave N","BT-03","SLU-17",60,47.615829,-122.348564,47.626041,-122.335831
"670","6th Ave & Blanchard St","Lake Union Park / Valley St & Boren Ave N","BT-04","SLU-17",60,47.616094,-122.341102,47.626041,-122.335831
"671","9th Ave N & Mercer St","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","DPD-01","PS-05",60,47.624298,-122.339617,47.598994,-122.329684
"672","Dexter Ave N & Aloha St","2nd Ave & Spring St","SLU-02","CBD-06",60,47.627735,-122.342232,47.60595,-122.335768
"673","Dexter Ave N & Aloha St","7th Ave & Union St","SLU-02","CBD-03",60,47.627735,-122.342232,47.610731,-122.332447
"674","Harvard Ave & E Pine St","Frye Art Museum / Terry Ave & Columbia St","CH-09","FH-01",60,47.615517,-122.322083,47.607281,-122.324783
"675","Pine St & 9th Ave","Lake Union Park / Valley St & Boren Ave N","SLU-16","SLU-17",60,47.613715,-122.331777,47.626041,-122.335831
"676","Seattle University / E Columbia St & 12th Ave","Pine St & 9th Ave","FH-04","SLU-16",60,47.609239,-122.316651,47.613715,-122.331777
"677","12th Ave & E Mercer St","REI / Yale Ave N & John St","CH-15","SLU-01",59,47.624142,-122.316811,47.619859,-122.330304
"678","3rd Ave & Broad St","Summit Ave & E Denny Way","BT-01","CH-01",59,47.618418,-122.350964,47.618633,-122.325249
"679","7th Ave & Union St","Westlake Ave & 6th Ave","CBD-03","SLU-15",59,47.610731,-122.332447,47.613628,-122.337341
"680","Cal Anderson Park / 11th Ave & Pine St","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","CH-08","PS-05",59,47.615486,-122.318245,47.598994,-122.329684
"681","City Hall / 4th Ave & James St","Pier 69 / Alaskan Way & Clay St","CBD-07","WF-01",59,47.603509,-122.330409,47.614315,-122.354093
"682","Occidental Park / Occidental Ave S & S Washington St","City Hall / 4th Ave & James St","PS-04","CBD-07",59,47.600757,-122.332946,47.603509,-122.330409
"683","Pine St & 9th Ave","Dexter Ave & Denny Way","SLU-16","SLU-18",59,47.613715,-122.331777,47.618285,-122.342205
"684","Pine St & 9th Ave","Occidental Park / Occidental Ave S & S Washington St","SLU-16","PS-04",59,47.613715,-122.331777,47.600757,-122.332946
"685","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","2nd Ave & Spring St","WF-04","CBD-06",59,47.607702,-122.34165,47.60595,-122.335768
"686","2nd Ave & Blanchard St","6th Ave & Blanchard St","BT-05","BT-04",58,47.61311,-122.344208,47.616094,-122.341102
"687","2nd Ave & Pine St","Terry Ave & Stewart St","CBD-13","SLU-20",58,47.610185,-122.339641,47.61626,-122.333815
"688","2nd Ave & Spring St","7th Ave & Union St","CBD-06","CBD-03",58,47.60595,-122.335768,47.610731,-122.332447
"689","6th Ave S & S King St","Pier 69 / Alaskan Way & Clay St","ID-04","WF-01",58,47.598488,-122.326412,47.614315,-122.354093
"690","City Hall / 4th Ave & James St","2nd Ave & Vine St","CBD-07","BT-03",58,47.603509,-122.330409,47.615829,-122.348564
"691","E Harrison St & Broadway Ave E","15th Ave E & E Thomas St","CH-02","CH-05",58,47.622063,-122.321251,47.620712,-122.312805
"692","E Harrison St & Broadway Ave E","PATH / 9th Ave & Westlake Ave","CH-02","SLU-07",58,47.622063,-122.321251,47.61832,-122.338913
"693","Frye Art Museum / Terry Ave & Columbia St","E Pine St & 16th Ave","FH-01","CH-07",58,47.607281,-122.324783,47.61533,-122.311752
"694","Harvard Ave & E Pine St","2nd Ave & Vine St","CH-09","BT-03",58,47.615517,-122.322083,47.615829,-122.348564
"695","REI / Yale Ave N & John St","Eastlake Ave E & E Allison St","SLU-01","EL-05",58,47.619859,-122.330304,47.64909,-122.322983
"696","Terry Ave & Stewart St","3rd Ave & Broad St","SLU-20","BT-01",58,47.61626,-122.333815,47.618418,-122.350964
"697","12th Ave & E Yesler Way","6th Ave S & S King St","CD-01","ID-04",57,47.602103,-122.316923,47.598488,-122.326412
"698","2nd Ave & Blanchard St","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","BT-05","WF-04",57,47.61311,-122.344208,47.607702,-122.34165
"699","Dexter Ave N & Aloha St","Pier 69 / Alaskan Way & Clay St","SLU-02","WF-01",57,47.627735,-122.342232,47.614315,-122.354093
"700","Eastlake Ave E & E Allison St","UW Intramural Activities Building","EL-05","UW-07",57,47.64909,-122.322983,47.653713,-122.302162
"701","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","Dexter Ave N & Aloha St","EL-01","SLU-02",57,47.627643,-122.332576,47.627735,-122.342232
"702","NE 42nd St & University Way NE","12th Ave & NE Campus Pkwy","UD-02","UD-04",57,47.658288,-122.313334,47.656395,-122.31562
"703","Seattle University / E Columbia St & 12th Ave","2nd Ave & Spring St","FH-04","CBD-06",57,47.609239,-122.316651,47.60595,-122.335768
"704","Summit Ave & E Denny Way","9th Ave N & Mercer St","CH-01","DPD-01",57,47.618633,-122.325249,47.624298,-122.339617
"705","Summit Ave E & E Republican St","PATH / 9th Ave & Westlake Ave","CH-03","SLU-07",57,47.623367,-122.325279,47.61832,-122.338913
"706","2nd Ave & Spring St","REI / Yale Ave N & John St","CBD-06","SLU-01",56,47.60595,-122.335768,47.619859,-122.330304
"707","3rd Ave & Broad St","6th Ave & Blanchard St","BT-01","BT-04",56,47.618418,-122.350964,47.616094,-122.341102
"708","6th Ave & Blanchard St","2nd Ave & Spring St","BT-04","CBD-06",56,47.616094,-122.341102,47.60595,-122.335768
"709","6th Ave & Blanchard St","Pier 69 / Alaskan Way & Clay St","BT-04","WF-01",56,47.616094,-122.341102,47.614315,-122.354093
"710","7th Ave & Union St","E Blaine St & Fairview Ave E","CBD-03","EL-03",56,47.610731,-122.332447,47.634831,-122.326634
"711","7th Ave & Union St","Summit Ave & E Denny Way","CBD-03","CH-01",56,47.610731,-122.332447,47.618633,-122.325249
"712","Burke Museum / E Stevens Way NE & Memorial Way NE","15th Ave NE & NE 40th St","UW-02","UW-04",56,47.659756,-122.310402,47.65559,-122.31189
"713","Burke Museum / E Stevens Way NE & Memorial Way NE","UW McCarty Hall / Whitman Ct","UW-02","UW-01",56,47.659756,-122.310402,47.660268,-122.304826
"714","City Hall / 4th Ave & James St","2nd Ave & Blanchard St","CBD-07","BT-05",56,47.603509,-122.330409,47.61311,-122.344208
"715","Frye Art Museum / Terry Ave & Columbia St","Occidental Park / Occidental Ave S & S Washington St","FH-01","PS-04",56,47.607281,-122.324783,47.600757,-122.332946
"716","Lake Union Park / Valley St & Boren Ave N","2nd Ave & Blanchard St","SLU-17","BT-05",56,47.626041,-122.335831,47.61311,-122.344208
"717","Republican St & Westlake Ave N","1st Ave & Marion St","SLU-04","CBD-05",56,47.623165,-122.338203,47.604058,-122.3358
"718","Seattle University / E Columbia St & 12th Ave","Harvard Ave & E Pine St","FH-04","CH-09",56,47.609239,-122.316651,47.615517,-122.322083
"719","Summit Ave & E Denny Way","PATH / 9th Ave & Westlake Ave","CH-01","SLU-07",56,47.618633,-122.325249,47.61832,-122.338913
"720","Westlake Ave & 6th Ave","7th Ave & Union St","SLU-15","CBD-03",56,47.613628,-122.337341,47.610731,-122.332447
"721","12th Ave & E Denny Way","PATH / 9th Ave & Westlake Ave","CH-06","SLU-07",55,47.618549,-122.317017,47.61832,-122.338913
"722","12th Ave & NE Campus Pkwy","15th Ave NE & NE 40th St","UD-04","UW-04",55,47.656395,-122.31562,47.65559,-122.31189
"723","2nd Ave & Blanchard St","Lake Union Park / Valley St & Boren Ave N","BT-05","SLU-17",55,47.61311,-122.344208,47.626041,-122.335831
"724","6th Ave & Blanchard St","Westlake Ave & 6th Ave","BT-04","SLU-15",55,47.616094,-122.341102,47.613628,-122.337341
"725","Cal Anderson Park / 11th Ave & Pine St","12th Ave & E Yesler Way","CH-08","CD-01",55,47.615486,-122.318245,47.602103,-122.316923
"726","Cal Anderson Park / 11th Ave & Pine St","Key Arena / 1st Ave N & Harrison St","CH-08","SLU-19",55,47.615486,-122.318245,47.622277,-122.35523
"727","Children's Hospital / Sandpoint Way NE & 40th Ave NE","12th Ave & NE Campus Pkwy","DPD-03","UD-04",55,47.663509,-122.284119,47.656395,-122.31562
"728","Harvard Ave & E Pine St","6th Ave S & S King St","CH-09","ID-04",55,47.615517,-122.322083,47.598488,-122.326412
"729","Republican St & Westlake Ave N","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","SLU-04","EL-01",55,47.623165,-122.338203,47.627643,-122.332576
"730","Summit Ave & E Denny Way","Eastlake Ave E & E Allison St","CH-01","EL-05",55,47.618633,-122.325249,47.64909,-122.322983
"731","12th Ave & E Denny Way","7th Ave & Union St","CH-06","CBD-03",54,47.618549,-122.317017,47.610731,-122.332447
"732","12th Ave & E Denny Way","9th Ave N & Mercer St","CH-06","DPD-01",54,47.618549,-122.317017,47.624298,-122.339617
"733","2nd Ave & Pine St","9th Ave N & Mercer St","CBD-13","DPD-01",54,47.610185,-122.339641,47.624298,-122.339617
"734","7th Ave & Union St","6th Ave S & S King St","CBD-03","ID-04",54,47.610731,-122.332447,47.598488,-122.326412
"735","Bellevue Ave & E Pine St","E Harrison St & Broadway Ave E","CH-12","CH-02",54,47.615456,-122.326729,47.622063,-122.321251
"736","Union St & 4th Ave","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","CBD-04","PS-05",54,47.609221,-122.335596,47.598994,-122.329684
"737","12th Ave & E Denny Way","1st Ave & Marion St","CH-06","CBD-05",53,47.618549,-122.317017,47.604058,-122.3358
"738","15th Ave E & E Thomas St","6th Ave S & S King St","CH-05","ID-04",53,47.620712,-122.312805,47.598488,-122.326412
"739","9th Ave N & Mercer St","Eastlake Ave E & E Allison St","DPD-01","EL-05",53,47.624298,-122.339617,47.64909,-122.322983
"740","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","12th Ave & NE Campus Pkwy","EL-01","UD-04",53,47.627643,-122.332576,47.656395,-122.31562
"741","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","9th Ave N & Mercer St","EL-01","DPD-01",53,47.627643,-122.332576,47.624298,-122.339617
"742","Harvard Ave & E Pine St","Westlake Ave & 6th Ave","CH-09","SLU-15",53,47.615517,-122.322083,47.613628,-122.337341
"743","Pine St & 9th Ave","Bellevue Ave & E Pine St","SLU-16","CH-12",53,47.613715,-122.331777,47.615456,-122.326729
"744","Pine St & 9th Ave","Summit Ave E & E Republican St","SLU-16","CH-03",53,47.613715,-122.331777,47.623367,-122.325279
"745","Summit Ave E & E Republican St","Occidental Park / Occidental Ave S & S Washington St","CH-03","PS-04",53,47.623367,-122.325279,47.600757,-122.332946
"746","UW Engineering Library / E Stevens Way NE & Jefferson Rd","UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd","UW-06","UW-10",53,47.654613,-122.304863,47.650725,-122.311188
"747","Dexter Ave & Denny Way","Pier 69 / Alaskan Way & Clay St","SLU-18","WF-01",52,47.618285,-122.342205,47.614315,-122.354093
"748","Lake Union Park / Valley St & Boren Ave N","Dexter Ave N & Aloha St","SLU-17","SLU-02",52,47.626041,-122.335831,47.627735,-122.342232
"749","Pier 69 / Alaskan Way & Clay St","Westlake Ave & 6th Ave","WF-01","SLU-15",52,47.614315,-122.354093,47.613628,-122.337341
"750","REI / Yale Ave N & John St","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","SLU-01","EL-01",52,47.619859,-122.330304,47.627643,-122.332576
"751","REI / Yale Ave N & John St","NE 42nd St & University Way NE","SLU-01","UD-02",52,47.619859,-122.330304,47.658288,-122.313334
"752","Union St & 4th Ave","Key Arena / 1st Ave N & Harrison St","CBD-04","SLU-19",52,47.609221,-122.335596,47.622277,-122.35523
"753","7th Ave & Union St","City Hall / 4th Ave & James St","CBD-03","CBD-07",51,47.610731,-122.332447,47.603509,-122.330409
"754","Cal Anderson Park / 11th Ave & Pine St","City Hall / 4th Ave & James St","CH-08","CBD-07",51,47.615486,-122.318245,47.603509,-122.330409
"755","City Hall / 4th Ave & James St","1st Ave & Marion St","CBD-07","CBD-05",51,47.603509,-122.330409,47.604058,-122.3358
"756","Dexter Ave N & Aloha St","6th Ave & Blanchard St","SLU-02","BT-04",51,47.627735,-122.342232,47.616094,-122.341102
"757","Eastlake Ave E & E Allison St","Dexter Ave N & Aloha St","EL-05","SLU-02",51,47.64909,-122.322983,47.627735,-122.342232
"758","Eastlake Ave E & E Allison St","UW Engineering Library / E Stevens Way NE & Jefferson Rd","EL-05","UW-06",51,47.64909,-122.322983,47.654613,-122.304863
"759","Harvard Ave & E Pine St","PATH / 9th Ave & Westlake Ave","CH-09","SLU-07",51,47.615517,-122.322083,47.61832,-122.338913
"760","Summit Ave & E Denny Way","1st Ave & Marion St","CH-01","CBD-05",51,47.618633,-122.325249,47.604058,-122.3358
"761","UW Engineering Library / E Stevens Way NE & Jefferson Rd","Eastlake Ave E & E Allison St","UW-06","EL-05",51,47.654613,-122.304863,47.64909,-122.322983
"762","12th Ave & NE Campus Pkwy","Children's Hospital / Sandpoint Way NE & 40th Ave NE","UD-04","DPD-03",50,47.656395,-122.31562,47.663509,-122.284119
"763","1st Ave & Marion St","Summit Ave & E Denny Way","CBD-05","CH-01",50,47.604058,-122.3358,47.618633,-122.325249
"764","6th Ave & Blanchard St","PATH / 9th Ave & Westlake Ave","BT-04","SLU-07",50,47.616094,-122.341102,47.61832,-122.338913
"765","7th Ave & Union St","Bellevue Ave & E Pine St","CBD-03","CH-12",50,47.610731,-122.332447,47.615456,-122.326729
"766","9th Ave N & Mercer St","Pine St & 9th Ave","DPD-01","SLU-16",50,47.624298,-122.339617,47.613715,-122.331777
"767","Burke Museum / E Stevens Way NE & Memorial Way NE","12th Ave & NE Campus Pkwy","UW-02","UD-04",50,47.659756,-122.310402,47.656395,-122.31562
"768","E Harrison St & Broadway Ave E","12th Ave & E Denny Way","CH-02","CH-06",50,47.622063,-122.321251,47.618549,-122.317017
"769","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","6th Ave S & S King St","PS-05","ID-04",50,47.598994,-122.329684,47.598488,-122.326412
"770","NE 42nd St & University Way NE","UW Engineering Library / E Stevens Way NE & Jefferson Rd","UD-02","UW-06",50,47.658288,-122.313334,47.654613,-122.304863
"771","Pier 69 / Alaskan Way & Clay St","Lake Union Park / Valley St & Boren Ave N","WF-01","SLU-17",50,47.614315,-122.354093,47.626041,-122.335831
"772","Summit Ave E & E Republican St","9th Ave N & Mercer St","CH-03","DPD-01",50,47.623367,-122.325279,47.624298,-122.339617
"773","Summit Ave E & E Republican St","UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd","CH-03","UW-10",50,47.623367,-122.325279,47.650725,-122.311188
"774","12th Ave & E Denny Way","Bellevue Ave & E Pine St","CH-06","CH-12",49,47.618549,-122.317017,47.615456,-122.326729
"775","12th Ave & E Mercer St","Bellevue Ave & E Pine St","CH-15","CH-12",49,47.624142,-122.316811,47.615456,-122.326729
"776","12th Ave & E Yesler Way","Cal Anderson Park / 11th Ave & Pine St","CD-01","CH-08",49,47.602103,-122.316923,47.615486,-122.318245
"777","15th Ave E & E Thomas St","2nd Ave & Spring St","CH-05","CBD-06",49,47.620712,-122.312805,47.60595,-122.335768
"778","15th Ave NE & NE 40th St","Children's Hospital / Sandpoint Way NE & 40th Ave NE","UW-04","DPD-03",49,47.65559,-122.31189,47.663509,-122.284119
"779","2nd Ave & Blanchard St","6th Ave S & S King St","BT-05","ID-04",49,47.61311,-122.344208,47.598488,-122.326412
"780","6th Ave & Blanchard St","7th Ave & Union St","BT-04","CBD-03",49,47.616094,-122.341102,47.610731,-122.332447
"781","9th Ave N & Mercer St","Summit Ave E & E Republican St","DPD-01","CH-03",49,47.624298,-122.339617,47.623367,-122.325279
"782","Children's Hospital / Sandpoint Way NE & 40th Ave NE","15th Ave NE & NE 40th St","DPD-03","UW-04",49,47.663509,-122.284119,47.65559,-122.31189
"783","Harvard Ave & E Pine St","Cal Anderson Park / 11th Ave & Pine St","CH-09","CH-08",49,47.615517,-122.322083,47.615486,-122.318245
"784","Key Arena / 1st Ave N & Harrison St","Dexter Ave & Denny Way","SLU-19","SLU-18",49,47.622277,-122.35523,47.618285,-122.342205
"785","PATH / 9th Ave & Westlake Ave","6th Ave & Blanchard St","SLU-07","BT-04",49,47.61832,-122.338913,47.616094,-122.341102
"786","Pine St & 9th Ave","Summit Ave & E Denny Way","SLU-16","CH-01",49,47.613715,-122.331777,47.618633,-122.325249
"787","Republican St & Westlake Ave N","Eastlake Ave E & E Allison St","SLU-04","EL-05",49,47.623165,-122.338203,47.64909,-122.322983
"788","Republican St & Westlake Ave N","Terry Ave & Stewart St","SLU-04","SLU-20",49,47.623165,-122.338203,47.61626,-122.333815
"789","12th Ave & E Denny Way","Seattle University / E Columbia St & 12th Ave","CH-06","FH-04",48,47.618549,-122.317017,47.609239,-122.316651
