"","from","to","from_id","to_id","freq","from_lat","from_long","to_lat","to_long"
"196","Westlake Ave & 6th Ave","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","SLU-15","EL-01",171,47.613628,-122.337341,47.627643,-122.332576
"197","15th Ave E & E Thomas St","Summit Ave E & E Republican St","CH-05","CH-03",168,47.620712,-122.312805,47.623367,-122.325279
"198","2nd Ave & Blanchard St","E Blaine St & Fairview Ave E","BT-05","EL-03",168,47.61311,-122.344208,47.634831,-122.326634
"199","1st Ave & Marion St","Key Arena / 1st Ave N & Harrison St","CBD-05","SLU-19",166,47.604058,-122.3358,47.622277,-122.35523
"200","7th Ave & Union St","3rd Ave & Broad St","CBD-03","BT-01",166,47.610731,-122.332447,47.618418,-122.350964
"201","Bellevue Ave & E Pine St","Summit Ave E & E Republican St","CH-12","CH-03",166,47.615456,-122.326729,47.623367,-122.325279
"202","E Pine St & 16th Ave","6th Ave S & S King St","CH-07","ID-04",165,47.61533,-122.311752,47.598488,-122.326412
"203","12th Ave & E Mercer St","2nd Ave & Pine St","CH-15","CBD-13",164,47.624142,-122.316811,47.610185,-122.339641
"204","2nd Ave & Pine St","Republican St & Westlake Ave N","CBD-13","SLU-04",164,47.610185,-122.339641,47.623165,-122.338203
"205","Westlake Ave & 6th Ave","2nd Ave & Vine St","SLU-15","BT-03",164,47.613628,-122.337341,47.615829,-122.348564
"206","Cal Anderson Park / 11th Ave & Pine St","Summit Ave E & E Republican St","CH-08","CH-03",163,47.615486,-122.318245,47.623367,-122.325279
"207","E Harrison St & Broadway Ave E","Summit Ave E & E Republican St","CH-02","CH-03",163,47.622063,-122.321251,47.623367,-122.325279
"208","UW Engineering Library / E Stevens Way NE & Jefferson Rd","UW McCarty Hall / Whitman Ct","UW-06","UW-01",163,47.654613,-122.304863,47.660268,-122.304826
"209","Westlake Ave & 6th Ave","Pier 69 / Alaskan Way & Clay St","SLU-15","WF-01",163,47.613628,-122.337341,47.614315,-122.354093
"210","2nd Ave & Spring St","Westlake Ave & 6th Ave","CBD-06","SLU-15",162,47.60595,-122.335768,47.613628,-122.337341
"211","Key Arena / 1st Ave N & Harrison St","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","SLU-19","WF-04",161,47.622277,-122.35523,47.607702,-122.34165
"212","Seattle University / E Columbia St & 12th Ave","Occidental Park / Occidental Ave S & S Washington St","FH-04","PS-04",161,47.609239,-122.316651,47.600757,-122.332946
"213","Westlake Ave & 6th Ave","2nd Ave & Pine St","SLU-15","CBD-13",161,47.613628,-122.337341,47.610185,-122.339641
"214","2nd Ave & Vine St","Pier 69 / Alaskan Way & Clay St","BT-03","WF-01",160,47.615829,-122.348564,47.614315,-122.354093
"215","7th Ave & Union St","PATH / 9th Ave & Westlake Ave","CBD-03","SLU-07",160,47.610731,-122.332447,47.61832,-122.338913
"216","E Harrison St & Broadway Ave E","1st Ave & Marion St","CH-02","CBD-05",160,47.622063,-122.321251,47.604058,-122.3358
"217","Harvard Ave & E Pine St","Seattle University / E Columbia St & 12th Ave","CH-09","FH-04",159,47.615517,-122.322083,47.609239,-122.316651
"218","12th Ave & E Mercer St","2nd Ave & Spring St","CH-15","CBD-06",158,47.624142,-122.316811,47.60595,-122.335768
"219","Bellevue Ave & E Pine St","PATH / 9th Ave & Westlake Ave","CH-12","SLU-07",157,47.615456,-122.326729,47.61832,-122.338913
"220","Key Arena / 1st Ave N & Harrison St","Westlake Ave & 6th Ave","SLU-19","SLU-15",157,47.622277,-122.35523,47.613628,-122.337341
"221","6th Ave & Blanchard St","1st Ave & Marion St","BT-04","CBD-05",156,47.616094,-122.341102,47.604058,-122.3358
"222","Burke Museum / E Stevens Way NE & Memorial Way NE","UW Engineering Library / E Stevens Way NE & Jefferson Rd","UW-02","UW-06",156,47.659756,-122.310402,47.654613,-122.304863
"223","E Harrison St & Broadway Ave E","Bellevue Ave & E Pine St","CH-02","CH-12",156,47.622063,-122.321251,47.615456,-122.326729
"224","E Blaine St & Fairview Ave E","2nd Ave & Blanchard St","EL-03","BT-05",155,47.634831,-122.326634,47.61311,-122.344208
"225","Eastlake Ave E & E Allison St","15th Ave NE & NE 40th St","EL-05","UW-04",155,47.64909,-122.322983,47.65559,-122.31189
"226","Westlake Ave & 6th Ave","Lake Union Park / Valley St & Boren Ave N","SLU-15","SLU-17",155,47.613628,-122.337341,47.626041,-122.335831
"227","12th Ave & E Mercer St","City Hall / 4th Ave & James St","CH-15","CBD-07",154,47.624142,-122.316811,47.603509,-122.330409
"228","1st Ave & Marion St","2nd Ave & Blanchard St","CBD-05","BT-05",154,47.604058,-122.3358,47.61311,-122.344208
"229","2nd Ave & Blanchard St","2nd Ave & Pine St","BT-05","CBD-13",154,47.61311,-122.344208,47.610185,-122.339641
"230","E Blaine St & Fairview Ave E","Eastlake Ave E & E Allison St","EL-03","EL-05",154,47.634831,-122.326634,47.64909,-122.322983
"231","Key Arena / 1st Ave N & Harrison St","3rd Ave & Broad St","SLU-19","BT-01",152,47.622277,-122.35523,47.618418,-122.350964
"232","Pine St & 9th Ave","9th Ave N & Mercer St","SLU-16","DPD-01",152,47.613715,-122.331777,47.624298,-122.339617
"233","2nd Ave & Pine St","6th Ave S & S King St","CBD-13","ID-04",151,47.610185,-122.339641,47.598488,-122.326412
"234","3rd Ave & Broad St","1st Ave & Marion St","BT-01","CBD-05",151,47.618418,-122.350964,47.604058,-122.3358
"235","Key Arena / 1st Ave N & Harrison St","9th Ave N & Mercer St","SLU-19","DPD-01",151,47.622277,-122.35523,47.624298,-122.339617
"236","REI / Yale Ave N & John St","Terry Ave & Stewart St","SLU-01","SLU-20",151,47.619859,-122.330304,47.61626,-122.333815
"237","12th Ave & E Denny Way","Cal Anderson Park / 11th Ave & Pine St","CH-06","CH-08",150,47.618549,-122.317017,47.615486,-122.318245
"238","Key Arena / 1st Ave N & Harrison St","Occidental Park / Occidental Ave S & S Washington St","SLU-19","PS-04",150,47.622277,-122.35523,47.600757,-122.332946
"239","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","Lake Union Park / Valley St & Boren Ave N","EL-01","SLU-17",149,47.627643,-122.332576,47.626041,-122.335831
"240","PATH / 9th Ave & Westlake Ave","Key Arena / 1st Ave N & Harrison St","SLU-07","SLU-19",149,47.61832,-122.338913,47.622277,-122.35523
"241","Seattle University / E Columbia St & 12th Ave","6th Ave S & S King St","FH-04","ID-04",149,47.609239,-122.316651,47.598488,-122.326412
"242","15th Ave E & E Thomas St","2nd Ave & Pine St","CH-05","CBD-13",148,47.620712,-122.312805,47.610185,-122.339641
"243","15th Ave E & E Thomas St","Harvard Ave & E Pine St","CH-05","CH-09",148,47.620712,-122.312805,47.615517,-122.322083
"244","6th Ave & Blanchard St","Dexter Ave N & Aloha St","BT-04","SLU-02",148,47.616094,-122.341102,47.627735,-122.342232
"245","Summit Ave E & E Republican St","Harvard Ave & E Pine St","CH-03","CH-09",148,47.623367,-122.325279,47.615517,-122.322083
"246","2nd Ave & Vine St","7th Ave & Union St","BT-03","CBD-03",147,47.615829,-122.348564,47.610731,-122.332447
"247","E Blaine St & Fairview Ave E","Republican St & Westlake Ave N","EL-03","SLU-04",146,47.634831,-122.326634,47.623165,-122.338203
"248","Key Arena / 1st Ave N & Harrison St","2nd Ave & Spring St","SLU-19","CBD-06",146,47.622277,-122.35523,47.60595,-122.335768
"249","PATH / 9th Ave & Westlake Ave","2nd Ave & Blanchard St","SLU-07","BT-05",146,47.61832,-122.338913,47.61311,-122.344208
"250","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","1st Ave & Marion St","WF-04","CBD-05",146,47.607702,-122.34165,47.604058,-122.3358
"251","12th Ave & E Mercer St","Pine St & 9th Ave","CH-15","SLU-16",144,47.624142,-122.316811,47.613715,-122.331777
"252","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","WF-04","PS-05",144,47.607702,-122.34165,47.598994,-122.329684
"253","Summit Ave & E Denny Way","3rd Ave & Broad St","CH-01","BT-01",144,47.618633,-122.325249,47.618418,-122.350964
"254","Cal Anderson Park / 11th Ave & Pine St","2nd Ave & Vine St","CH-08","BT-03",143,47.615486,-122.318245,47.615829,-122.348564
"255","Key Arena / 1st Ave N & Harrison St","E Blaine St & Fairview Ave E","SLU-19","EL-03",143,47.622277,-122.35523,47.634831,-122.326634
"256","REI / Yale Ave N & John St","Dexter Ave N & Aloha St","SLU-01","SLU-02",143,47.619859,-122.330304,47.627735,-122.342232
"257","Summit Ave E & E Republican St","2nd Ave & Spring St","CH-03","CBD-06",142,47.623367,-122.325279,47.60595,-122.335768
"258","2nd Ave & Blanchard St","Westlake Ave & 6th Ave","BT-05","SLU-15",141,47.61311,-122.344208,47.613628,-122.337341
"259","9th Ave N & Mercer St","Key Arena / 1st Ave N & Harrison St","DPD-01","SLU-19",141,47.624298,-122.339617,47.622277,-122.35523
"260","Bellevue Ave & E Pine St","Occidental Park / Occidental Ave S & S Washington St","CH-12","PS-04",141,47.615456,-122.326729,47.600757,-122.332946
"261","Dexter Ave N & Aloha St","3rd Ave & Broad St","SLU-02","BT-01",140,47.627735,-122.342232,47.618418,-122.350964
"262","E Pine St & 16th Ave","1st Ave & Marion St","CH-07","CBD-05",140,47.61533,-122.311752,47.604058,-122.3358
"263","REI / Yale Ave N & John St","2nd Ave & Blanchard St","SLU-01","BT-05",140,47.619859,-122.330304,47.61311,-122.344208
"264","Republican St & Westlake Ave N","2nd Ave & Pine St","SLU-04","CBD-13",140,47.623165,-122.338203,47.610185,-122.339641
"265","2nd Ave & Spring St","Key Arena / 1st Ave N & Harrison St","CBD-06","SLU-19",139,47.60595,-122.335768,47.622277,-122.35523
"266","6th Ave & Blanchard St","Republican St & Westlake Ave N","BT-04","SLU-04",139,47.616094,-122.341102,47.623165,-122.338203
"267","9th Ave N & Mercer St","E Blaine St & Fairview Ave E","DPD-01","EL-03",139,47.624298,-122.339617,47.634831,-122.326634
"268","City Hall / 4th Ave & James St","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","CBD-07","PS-05",139,47.603509,-122.330409,47.598994,-122.329684
"269","Harvard Ave & E Pine St","Summit Ave E & E Republican St","CH-09","CH-03",139,47.615517,-122.322083,47.623367,-122.325279
"270","Lake Union Park / Valley St & Boren Ave N","Westlake Ave & 6th Ave","SLU-17","SLU-15",139,47.626041,-122.335831,47.613628,-122.337341
"271","Seattle University / E Columbia St & 12th Ave","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","FH-04","PS-05",139,47.609239,-122.316651,47.598994,-122.329684
"272","2nd Ave & Vine St","PATH / 9th Ave & Westlake Ave","BT-03","SLU-07",137,47.615829,-122.348564,47.61832,-122.338913
"273","3rd Ave & Broad St","7th Ave & Union St","BT-01","CBD-03",137,47.618418,-122.350964,47.610731,-122.332447
"274","3rd Ave & Broad St","9th Ave N & Mercer St","BT-01","DPD-01",137,47.618418,-122.350964,47.624298,-122.339617
"275","3rd Ave & Broad St","Occidental Park / Occidental Ave S & S Washington St","BT-01","PS-04",137,47.618418,-122.350964,47.600757,-122.332946
"276","Cal Anderson Park / 11th Ave & Pine St","15th Ave E & E Thomas St","CH-08","CH-05",137,47.615486,-122.318245,47.620712,-122.312805
"277","Cal Anderson Park / 11th Ave & Pine St","REI / Yale Ave N & John St","CH-08","SLU-01",137,47.615486,-122.318245,47.619859,-122.330304
"278","Eastlake Ave E & E Allison St","E Blaine St & Fairview Ave E","EL-05","EL-03",137,47.64909,-122.322983,47.634831,-122.326634
"279","Pier 69 / Alaskan Way & Clay St","2nd Ave & Spring St","WF-01","CBD-06",137,47.614315,-122.354093,47.60595,-122.335768
"280","12th Ave & E Mercer St","Seattle University / E Columbia St & 12th Ave","CH-15","FH-04",135,47.624142,-122.316811,47.609239,-122.316651
"281","2nd Ave & Pine St","REI / Yale Ave N & John St","CBD-13","SLU-01",135,47.610185,-122.339641,47.619859,-122.330304
"282","2nd Ave & Vine St","2nd Ave & Blanchard St","BT-03","BT-05",135,47.615829,-122.348564,47.61311,-122.344208
"283","E Blaine St & Fairview Ave E","Key Arena / 1st Ave N & Harrison St","EL-03","SLU-19",135,47.634831,-122.326634,47.622277,-122.35523
"284","2nd Ave & Spring St","Pier 69 / Alaskan Way & Clay St","CBD-06","WF-01",134,47.60595,-122.335768,47.614315,-122.354093
"285","3rd Ave & Broad St","2nd Ave & Vine St","BT-01","BT-03",134,47.618418,-122.350964,47.615829,-122.348564
"286","Dexter Ave & Denny Way","2nd Ave & Pine St","SLU-18","CBD-13",134,47.618285,-122.342205,47.610185,-122.339641
"287","NE 47th St & 12th Ave NE","Burke Museum / E Stevens Way NE & Memorial Way NE","UD-07","UW-02",134,47.663143,-122.315086,47.659756,-122.310402
"288","Summit Ave E & E Republican St","Republican St & Westlake Ave N","CH-03","SLU-04",134,47.623367,-122.325279,47.623165,-122.338203
"289","12th Ave & E Mercer St","Occidental Park / Occidental Ave S & S Washington St","CH-15","PS-04",133,47.624142,-122.316811,47.600757,-122.332946
"290","Burke-Gilman Trail / NE Blakeley St & 24th Ave NE","UW Intramural Activities Building","UD-01","UW-07",133,47.666145,-122.301491,47.653713,-122.302162
"291","2nd Ave & Blanchard St","Republican St & Westlake Ave N","BT-05","SLU-04",132,47.61311,-122.344208,47.623165,-122.338203
"292","Frye Art Museum / Terry Ave & Columbia St","E Harrison St & Broadway Ave E","FH-01","CH-02",132,47.607281,-122.324783,47.622063,-122.321251
"293","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","Key Arena / 1st Ave N & Harrison St","WF-04","SLU-19",132,47.607702,-122.34165,47.622277,-122.35523
"294","2nd Ave & Blanchard St","2nd Ave & Spring St","BT-05","CBD-06",131,47.61311,-122.344208,47.60595,-122.335768
"295","3rd Ave & Broad St","Key Arena / 1st Ave N & Harrison St","BT-01","SLU-19",131,47.618418,-122.350964,47.622277,-122.35523
"296","12th Ave & E Mercer St","E Harrison St & Broadway Ave E","CH-15","CH-02",130,47.624142,-122.316811,47.622063,-122.321251
"297","Summit Ave E & E Republican St","2nd Ave & Pine St","CH-03","CBD-13",129,47.623367,-122.325279,47.610185,-122.339641
"298","12th Ave & NE Campus Pkwy","Eastlake Ave E & E Allison St","UD-04","EL-05",128,47.656395,-122.31562,47.64909,-122.322983
"299","2nd Ave & Blanchard St","7th Ave & Union St","BT-05","CBD-03",128,47.61311,-122.344208,47.610731,-122.332447
"300","6th Ave & Blanchard St","2nd Ave & Pine St","BT-04","CBD-13",128,47.616094,-122.341102,47.610185,-122.339641
"301","PATH / 9th Ave & Westlake Ave","7th Ave & Union St","SLU-07","CBD-03",128,47.61832,-122.338913,47.610731,-122.332447
"302","City Hall / 4th Ave & James St","3rd Ave & Broad St","CBD-07","BT-01",127,47.603509,-122.330409,47.618418,-122.350964
"303","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","2nd Ave & Pine St","PS-05","CBD-13",127,47.598994,-122.329684,47.610185,-122.339641
"304","Dexter Ave & Denny Way","2nd Ave & Vine St","SLU-18","BT-03",126,47.618285,-122.342205,47.615829,-122.348564
"305","Republican St & Westlake Ave N","3rd Ave & Broad St","SLU-04","BT-01",126,47.623165,-122.338203,47.618418,-122.350964
"306","2nd Ave & Blanchard St","1st Ave & Marion St","BT-05","CBD-05",125,47.61311,-122.344208,47.604058,-122.3358
"307","3rd Ave & Broad St","Republican St & Westlake Ave N","BT-01","SLU-04",125,47.618418,-122.350964,47.623165,-122.338203
"308","Pine St & 9th Ave","Cal Anderson Park / 11th Ave & Pine St","SLU-16","CH-08",125,47.613715,-122.331777,47.615486,-122.318245
"309","REI / Yale Ave N & John St","Dexter Ave & Denny Way","SLU-01","SLU-18",125,47.619859,-122.330304,47.618285,-122.342205
"310","Summit Ave & E Denny Way","2nd Ave & Pine St","CH-01","CBD-13",125,47.618633,-122.325249,47.610185,-122.339641
"311","Summit Ave E & E Republican St","Bellevue Ave & E Pine St","CH-03","CH-12",125,47.623367,-122.325279,47.615456,-122.326729
"312","15th Ave E & E Thomas St","Bellevue Ave & E Pine St","CH-05","CH-12",124,47.620712,-122.312805,47.615456,-122.326729
"313","City Hall / 4th Ave & James St","Occidental Park / Occidental Ave S & S Washington St","CBD-07","PS-04",124,47.603509,-122.330409,47.600757,-122.332946
"314","2nd Ave & Blanchard St","Pier 69 / Alaskan Way & Clay St","BT-05","WF-01",123,47.61311,-122.344208,47.614315,-122.354093
"315","6th Ave S & S King St","Occidental Park / Occidental Ave S & S Washington St","ID-04","PS-04",123,47.598488,-122.326412,47.600757,-122.332946
"316","Eastlake Ave E & E Allison St","NE 47th St & 12th Ave NE","EL-05","UD-07",123,47.64909,-122.322983,47.663143,-122.315086
"317","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","Eastlake Ave E & E Allison St","EL-01","EL-05",123,47.627643,-122.332576,47.64909,-122.322983
"318","Westlake Ave & 6th Ave","2nd Ave & Blanchard St","SLU-15","BT-05",123,47.613628,-122.337341,47.61311,-122.344208
"319","15th Ave E & E Thomas St","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","CH-05","EL-01",122,47.620712,-122.312805,47.627643,-122.332576
"320","Bellevue Ave & E Pine St","3rd Ave & Broad St","CH-12","BT-01",122,47.615456,-122.326729,47.618418,-122.350964
"321","3rd Ave & Broad St","Dexter Ave N & Aloha St","BT-01","SLU-02",121,47.618418,-122.350964,47.627735,-122.342232
"322","Burke Museum / E Stevens Way NE & Memorial Way NE","Burke-Gilman Trail / NE Blakeley St & 24th Ave NE","UW-02","UD-01",121,47.659756,-122.310402,47.666145,-122.301491
"323","Dexter Ave & Denny Way","3rd Ave & Broad St","SLU-18","BT-01",121,47.618285,-122.342205,47.618418,-122.350964
"324","Eastlake Ave E & E Allison St","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","EL-05","EL-01",121,47.64909,-122.322983,47.627643,-122.332576
"325","E Pine St & 16th Ave","12th Ave & E Mercer St","CH-07","CH-15",120,47.61533,-122.311752,47.624142,-122.316811
"326","Key Arena / 1st Ave N & Harrison St","7th Ave & Union St","SLU-19","CBD-03",120,47.622277,-122.35523,47.610731,-122.332447
"327","Summit Ave E & E Republican St","REI / Yale Ave N & John St","CH-03","SLU-01",120,47.623367,-122.325279,47.619859,-122.330304
"328","2nd Ave & Blanchard St","Occidental Park / Occidental Ave S & S Washington St","BT-05","PS-04",119,47.61311,-122.344208,47.600757,-122.332946
"329","7th Ave & Union St","2nd Ave & Vine St","CBD-03","BT-03",119,47.610731,-122.332447,47.615829,-122.348564
"330","9th Ave N & Mercer St","Dexter Ave N & Aloha St","DPD-01","SLU-02",119,47.624298,-122.339617,47.627735,-122.342232
"331","City Hall / 4th Ave & James St","2nd Ave & Pine St","CBD-07","CBD-13",119,47.603509,-122.330409,47.610185,-122.339641
"332","Pine St & 9th Ave","2nd Ave & Vine St","SLU-16","BT-03",119,47.613715,-122.331777,47.615829,-122.348564
"333","Summit Ave & E Denny Way","2nd Ave & Blanchard St","CH-01","BT-05",119,47.618633,-122.325249,47.61311,-122.344208
"334","1st Ave & Marion St","2nd Ave & Vine St","CBD-05","BT-03",118,47.604058,-122.3358,47.615829,-122.348564
"335","1st Ave & Marion St","3rd Ave & Broad St","CBD-05","BT-01",117,47.604058,-122.3358,47.618418,-122.350964
"336","2nd Ave & Spring St","6th Ave S & S King St","CBD-06","ID-04",117,47.60595,-122.335768,47.598488,-122.326412
"337","Frye Art Museum / Terry Ave & Columbia St","Republican St & Westlake Ave N","FH-01","SLU-04",117,47.607281,-122.324783,47.623165,-122.338203
"338","Pine St & 9th Ave","3rd Ave & Broad St","SLU-16","BT-01",117,47.613715,-122.331777,47.618418,-122.350964
"339","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","PS-05","WF-04",116,47.598994,-122.329684,47.607702,-122.34165
"340","Occidental Park / Occidental Ave S & S Washington St","1st Ave & Marion St","PS-04","CBD-05",116,47.600757,-122.332946,47.604058,-122.3358
"341","Westlake Ave & 6th Ave","E Blaine St & Fairview Ave E","SLU-15","EL-03",116,47.613628,-122.337341,47.634831,-122.326634
"342","3rd Ave & Broad St","Lake Union Park / Valley St & Boren Ave N","BT-01","SLU-17",115,47.618418,-122.350964,47.626041,-122.335831
"343","7th Ave & Union St","Dexter Ave N & Aloha St","CBD-03","SLU-02",115,47.610731,-122.332447,47.627735,-122.342232
"344","E Pine St & 16th Ave","Westlake Ave & 6th Ave","CH-07","SLU-15",115,47.61533,-122.311752,47.613628,-122.337341
"345","Lake Union Park / Valley St & Boren Ave N","12th Ave & NE Campus Pkwy","SLU-17","UD-04",115,47.626041,-122.335831,47.656395,-122.31562
"346","REI / Yale Ave N & John St","2nd Ave & Vine St","SLU-01","BT-03",115,47.619859,-122.330304,47.615829,-122.348564
"347","Republican St & Westlake Ave N","Key Arena / 1st Ave N & Harrison St","SLU-04","SLU-19",115,47.623165,-122.338203,47.622277,-122.35523
"348","UW Engineering Library / E Stevens Way NE & Jefferson Rd","Burke Museum / E Stevens Way NE & Memorial Way NE","UW-06","UW-02",115,47.654613,-122.304863,47.659756,-122.310402
"349","7th Ave & Union St","2nd Ave & Pine St","CBD-03","CBD-13",114,47.610731,-122.332447,47.610185,-122.339641
"350","E Pine St & 16th Ave","3rd Ave & Broad St","CH-07","BT-01",114,47.61533,-122.311752,47.618418,-122.350964
"351","12th Ave & E Mercer St","PATH / 9th Ave & Westlake Ave","CH-15","SLU-07",113,47.624142,-122.316811,47.61832,-122.338913
"352","Key Arena / 1st Ave N & Harrison St","Republican St & Westlake Ave N","SLU-19","SLU-04",113,47.622277,-122.35523,47.623165,-122.338203
"353","9th Ave N & Mercer St","2nd Ave & Vine St","DPD-01","BT-03",112,47.624298,-122.339617,47.615829,-122.348564
"354","Dexter Ave & Denny Way","PATH / 9th Ave & Westlake Ave","SLU-18","SLU-07",112,47.618285,-122.342205,47.61832,-122.338913
"355","Dexter Ave & Denny Way","REI / Yale Ave N & John St","SLU-18","SLU-01",112,47.618285,-122.342205,47.619859,-122.330304
"356","E Pine St & 16th Ave","Summit Ave & E Denny Way","CH-07","CH-01",112,47.61533,-122.311752,47.618633,-122.325249
"357","PATH / 9th Ave & Westlake Ave","2nd Ave & Spring St","SLU-07","CBD-06",112,47.61832,-122.338913,47.60595,-122.335768
"358","15th Ave E & E Thomas St","Key Arena / 1st Ave N & Harrison St","CH-05","SLU-19",111,47.620712,-122.312805,47.622277,-122.35523
"359","2nd Ave & Spring St","Dexter Ave N & Aloha St","CBD-06","SLU-02",111,47.60595,-122.335768,47.627735,-122.342232
"360","3rd Ave & Broad St","Pine St & 9th Ave","BT-01","SLU-16",111,47.618418,-122.350964,47.613715,-122.331777
"361","2nd Ave & Pine St","City Hall / 4th Ave & James St","CBD-13","CBD-07",110,47.610185,-122.339641,47.603509,-122.330409
"362","2nd Ave & Vine St","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","BT-03","PS-05",110,47.615829,-122.348564,47.598994,-122.329684
"363","Bellevue Ave & E Pine St","Cal Anderson Park / 11th Ave & Pine St","CH-12","CH-08",110,47.615456,-122.326729,47.615486,-122.318245
"364","E Harrison St & Broadway Ave E","REI / Yale Ave N & John St","CH-02","SLU-01",110,47.622063,-122.321251,47.619859,-122.330304
"365","Lake Union Park / Valley St & Boren Ave N","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","SLU-17","EL-01",110,47.626041,-122.335831,47.627643,-122.332576
"366","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","3rd Ave & Broad St","PS-05","BT-01",109,47.598994,-122.329684,47.618418,-122.350964
"367","2nd Ave & Pine St","Pine St & 9th Ave","CBD-13","SLU-16",108,47.610185,-122.339641,47.613715,-122.331777
"368","9th Ave N & Mercer St","REI / Yale Ave N & John St","DPD-01","SLU-01",108,47.624298,-122.339617,47.619859,-122.330304
"369","Bellevue Ave & E Pine St","Republican St & Westlake Ave N","CH-12","SLU-04",108,47.615456,-122.326729,47.623165,-122.338203
"370","Dexter Ave & Denny Way","Key Arena / 1st Ave N & Harrison St","SLU-18","SLU-19",108,47.618285,-122.342205,47.622277,-122.35523
"371","E Pine St & 16th Ave","6th Ave & Blanchard St","CH-07","BT-04",108,47.61533,-122.311752,47.616094,-122.341102
"372","Key Arena / 1st Ave N & Harrison St","Dexter Ave N & Aloha St","SLU-19","SLU-02",108,47.622277,-122.35523,47.627735,-122.342232
"373","Summit Ave E & E Republican St","Westlake Ave & 6th Ave","CH-03","SLU-15",108,47.623367,-122.325279,47.613628,-122.337341
"374","7th Ave & Union St","Pier 69 / Alaskan Way & Clay St","CBD-03","WF-01",107,47.610731,-122.332447,47.614315,-122.354093
"375","Seattle University / E Columbia St & 12th Ave","Cal Anderson Park / 11th Ave & Pine St","FH-04","CH-08",107,47.609239,-122.316651,47.615486,-122.318245
"376","2nd Ave & Blanchard St","2nd Ave & Vine St","BT-05","BT-03",106,47.61311,-122.344208,47.615829,-122.348564
"377","Bellevue Ave & E Pine St","REI / Yale Ave N & John St","CH-12","SLU-01",106,47.615456,-122.326729,47.619859,-122.330304
"378","Cal Anderson Park / 11th Ave & Pine St","Summit Ave & E Denny Way","CH-08","CH-01",106,47.615486,-122.318245,47.618633,-122.325249
"379","E Harrison St & Broadway Ave E","Westlake Ave & 6th Ave","CH-02","SLU-15",106,47.622063,-122.321251,47.613628,-122.337341
"380","Occidental Park / Occidental Ave S & S Washington St","3rd Ave & Broad St","PS-04","BT-01",106,47.600757,-122.332946,47.618418,-122.350964
"381","Occidental Park / Occidental Ave S & S Washington St","6th Ave S & S King St","PS-04","ID-04",106,47.600757,-122.332946,47.598488,-122.326412
"382","15th Ave E & E Thomas St","12th Ave & NE Campus Pkwy","CH-05","UD-04",105,47.620712,-122.312805,47.656395,-122.31562
"383","15th Ave E & E Thomas St","REI / Yale Ave N & John St","CH-05","SLU-01",105,47.620712,-122.312805,47.619859,-122.330304
"384","2nd Ave & Pine St","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","CBD-13","WF-04",105,47.610185,-122.339641,47.607702,-122.34165
"385","Burke-Gilman Trail / NE Blakeley St & 24th Ave NE","12th Ave & NE Campus Pkwy","UD-01","UD-04",105,47.666145,-122.301491,47.656395,-122.31562
"386","Cal Anderson Park / 11th Ave & Pine St","Republican St & Westlake Ave N","CH-08","SLU-04",105,47.615486,-122.318245,47.623165,-122.338203
"387","Dexter Ave N & Aloha St","Lake Union Park / Valley St & Boren Ave N","SLU-02","SLU-17",105,47.627735,-122.342232,47.626041,-122.335831
"388","Frye Art Museum / Terry Ave & Columbia St","Harvard Ave & E Pine St","FH-01","CH-09",105,47.607281,-122.324783,47.615517,-122.322083
"389","Dexter Ave N & Aloha St","Key Arena / 1st Ave N & Harrison St","SLU-02","SLU-19",104,47.627735,-122.342232,47.622277,-122.35523
"390","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","1st Ave & Marion St","PS-05","CBD-05",104,47.598994,-122.329684,47.604058,-122.3358
"391","PATH / 9th Ave & Westlake Ave","Pier 69 / Alaskan Way & Clay St","SLU-07","WF-01",104,47.61832,-122.338913,47.614315,-122.354093
"392","Summit Ave E & E Republican St","E Blaine St & Fairview Ave E","CH-03","EL-03",104,47.623367,-122.325279,47.634831,-122.326634
"393","2nd Ave & Pine St","2nd Ave & Blanchard St","CBD-13","BT-05",103,47.610185,-122.339641,47.61311,-122.344208
"394","Harvard Ave & E Pine St","7th Ave & Union St","CH-09","CBD-03",103,47.615517,-122.322083,47.610731,-122.332447
"395","3rd Ave & Broad St","Dexter Ave & Denny Way","BT-01","SLU-18",102,47.618418,-122.350964,47.618285,-122.342205
