"","from","to","freq"
"1021","CH15","UD07",7
"1022","CH15","UW02",3
"1023","CH15","UW04",9
"1024","CH15","UW06",3
"1025","CH15","UW07",10
"1026","CH15","UW10",12
"1027","CH15","WF01",14
"1028","CH15","WF04",23
"1029","DPD01","BT01",97
"1030","DPD01","BT03",112
"1031","DPD01","BT04",286
"1032","DPD01","BT05",27
"1033","DPD01","CBD03",45
"1034","DPD01","CBD04",2
"1035","DPD01","CBD05",34
"1036","DPD01","CBD06",20
"1037","DPD01","CBD07",15
"1038","DPD01","CBD13",48
"1039","DPD01","CD01",3
"1040","DPD01","CH01",15
"1041","DPD01","CH02",14
"1042","DPD01","CH03",49
"1043","DPD01","CH05",1
"1044","DPD01","CH06",4
"1045","DPD01","CH07",2
"1046","DPD01","CH08",2
"1047","DPD01","CH09",9
"1048","DPD01","CH12",8
"1049","DPD01","CH15",3
"1050","DPD01","DPD01",105
"1051","DPD01","EL01",69
"1052","DPD01","EL03",139
"1053","DPD01","EL05",53
"1054","DPD01","FH01",2
"1055","DPD01","FH04",6
"1056","DPD01","ID04",4
"1057","DPD01","PS04",19
"1058","DPD01","PS05",60
"1059","DPD01","SLU01",108
"1060","DPD01","SLU02",119
"1061","DPD01","SLU04",33
"1062","DPD01","SLU07",321
"1063","DPD01","SLU15",235
"1064","DPD01","SLU16",50
"1065","DPD01","SLU17",86
"1066","DPD01","SLU18",89
"1067","DPD01","SLU19",141
"1068","DPD01","SLU20",11
"1069","DPD01","SLU21",3
"1070","DPD01","UD01",8
"1071","DPD01","UD02",8
"1072","DPD01","UD04",16
"1073","DPD01","UD07",13
"1074","DPD01","UW01",1
"1075","DPD01","UW04",17
"1076","DPD01","UW06",1
"1077","DPD01","UW07",2
"1078","DPD01","UW10",6
"1079","DPD01","WF01",16
"1080","DPD01","WF04",19
"1081","DPD03","BT03",1
"1082","DPD03","BT05",1
"1083","DPD03","CBD06",1
"1084","DPD03","CH05",1
"1085","DPD03","CH07",2
"1086","DPD03","CH08",2
"1087","DPD03","DPD01",2
"1088","DPD03","DPD03",209
"1089","DPD03","EL01",1
"1090","DPD03","EL03",9
"1091","DPD03","EL05",11
"1092","DPD03","FH01",2
"1093","DPD03","FH04",2
"1094","DPD03","SLU01",4
"1095","DPD03","SLU02",3
"1096","DPD03","SLU04",3
"1097","DPD03","SLU15",3
"1098","DPD03","SLU16",1
"1099","DPD03","SLU17",2
"1100","DPD03","UD01",290
"1101","DPD03","UD02",6
"1102","DPD03","UD04",55
"1103","DPD03","UD07",16
"1104","DPD03","UW01",6
"1105","DPD03","UW02",2
"1106","DPD03","UW04",49
"1107","DPD03","UW06",10
"1108","DPD03","UW07",94
"1109","DPD03","UW10",47
"1110","EL01","BT01",184
"1111","EL01","BT03",21
"1112","EL01","BT04",35
"1113","EL01","BT05",29
"1114","EL01","CBD03",27
"1115","EL01","CBD04",2
"1116","EL01","CBD05",17
"1117","EL01","CBD06",16
"1118","EL01","CBD07",5
"1119","EL01","CBD13",33
"1120","EL01","CH01",3
"1121","EL01","CH02",3
"1122","EL01","CH03",4
"1123","EL01","CH05",4
"1124","EL01","CH07",6
"1125","EL01","CH08",5
"1126","EL01","CH09",6
"1127","EL01","CH12",7
"1128","EL01","CH15",10
"1129","EL01","DPD01",53
"1130","EL01","EL01",155
"1131","EL01","EL03",251
"1132","EL01","EL05",123
"1133","EL01","FH01",2
"1134","EL01","FH04",5
"1135","EL01","ID04",3
"1136","EL01","PS04",12
"1137","EL01","PS05",20
"1138","EL01","SLU01",40
"1139","EL01","SLU02",57
"1140","EL01","SLU04",98
"1141","EL01","SLU07",71
"1142","EL01","SLU15",186
"1143","EL01","SLU16",38
"1144","EL01","SLU17",149
"1145","EL01","SLU18",37
"1146","EL01","SLU19",39
"1147","EL01","SLU20",7
"1148","EL01","UD01",11
"1149","EL01","UD02",4
"1150","EL01","UD04",53
"1151","EL01","UD07",11
"1152","EL01","UW02",8
"1153","EL01","UW04",8
"1154","EL01","UW06",1
"1155","EL01","UW10",8
"1156","EL01","WF01",20
"1157","EL01","WF04",14
"1158","EL03","BT01",44
"1159","EL03","BT03",37
"1160","EL03","BT04",25
"1161","EL03","BT05",155
"1162","EL03","CBD03",22
"1163","EL03","CBD04",1
"1164","EL03","CBD05",11
"1165","EL03","CBD06",29
"1166","EL03","CBD07",8
"1167","EL03","CBD13",30
"1168","EL03","CD01",1
"1169","EL03","CH01",7
"1170","EL03","CH02",2
"1171","EL03","CH03",7
"1172","EL03","CH05",3
"1173","EL03","CH06",3
"1174","EL03","CH07",3
"1175","EL03","CH08",5
"1176","EL03","CH09",8
"1177","EL03","CH12",7
"1178","EL03","CH15",9
"1179","EL03","DPD01",183
"1180","EL03","DPD03",3
"1181","EL03","EL01",228
"1182","EL03","EL03",162
"1183","EL03","EL05",154
"1184","EL03","ID04",2
"1185","EL03","PS04",30
"1186","EL03","PS05",14
"1187","EL03","SLU01",102
"1188","EL03","SLU02",174
"1189","EL03","SLU04",146
"1190","EL03","SLU07",75
"1191","EL03","SLU15",81
"1192","EL03","SLU16",14
"1193","EL03","SLU17",338
"1194","EL03","SLU18",185
"1195","EL03","SLU19",135
"1196","EL03","SLU20",24
"1197","EL03","SLU21",6
"1198","EL03","UD01",6
"1199","EL03","UD02",6
"1200","EL03","UD04",65
"1201","EL03","UD07",23
"1202","EL03","UW01",1
"1203","EL03","UW02",5
"1204","EL03","UW04",25
"1205","EL03","UW06",12
"1206","EL03","UW07",4
"1207","EL03","UW10",16
"1208","EL03","WF01",8
"1209","EL03","WF04",18
"1210","EL05","BT01",8
"1211","EL05","BT03",2
"1212","EL05","BT04",7
"1213","EL05","BT05",12
"1214","EL05","CBD03",14
"1215","EL05","CBD04",1
"1216","EL05","CBD05",1
"1217","EL05","CBD06",9
"1218","EL05","CBD07",1
"1219","EL05","CBD13",17
"1220","EL05","CH01",5
"1221","EL05","CH02",41
"1222","EL05","CH03",16
"1223","EL05","CH05",6
"1224","EL05","CH06",1
"1225","EL05","CH07",3
"1226","EL05","CH08",6
"1227","EL05","CH09",1
"1228","EL05","CH12",6
"1229","EL05","CH15",12
"1230","EL05","DPD01",41
"1231","EL05","DPD03",4
"1232","EL05","EL01",121
"1233","EL05","EL03",137
"1234","EL05","EL05",184
"1235","EL05","FH01",14
"1236","EL05","FH04",1
"1237","EL05","ID04",2
"1238","EL05","PS04",1
"1239","EL05","PS05",5
"1240","EL05","SLU01",36
"1241","EL05","SLU02",51
"1242","EL05","SLU04",39
"1243","EL05","SLU07",48
"1244","EL05","SLU15",34
"1245","EL05","SLU16",8
"1246","EL05","SLU17",192
"1247","EL05","SLU18",30
"1248","EL05","SLU19",28
"1249","EL05","SLU20",5
"1250","EL05","UD01",72
"1251","EL05","UD02",40
"1252","EL05","UD04",187
"1253","EL05","UD07",123
"1254","EL05","UW01",6
"1255","EL05","UW02",28
"1256","EL05","UW04",155
"1257","EL05","UW06",51
"1258","EL05","UW07",57
"1259","EL05","UW10",87
"1260","EL05","WF01",9
"1261","EL05","WF04",2
"1262","FH01","BT01",42
"1263","FH01","BT03",38
"1264","FH01","BT04",5
"1265","FH01","BT05",19
"1266","FH01","CBD03",62
"1267","FH01","CBD04",7
"1268","FH01","CBD05",48
"1269","FH01","CBD06",99
"1270","FH01","CBD07",44
"1271","FH01","CBD13",71
"1272","FH01","CD01",8
"1273","FH01","CH01",31
"1274","FH01","CH02",132
"1275","FH01","CH03",66
"1276","FH01","CH05",26
"1277","FH01","CH06",21
"1278","FH01","CH07",58
"1279","FH01","CH08",256
"1280","FH01","CH09",105
"1281","FH01","CH12",48
"1282","FH01","CH15",32
"1283","FH01","DPD01",26
"1284","FH01","EL03",8
"1285","FH01","EL05",47
"1286","FH01","FH01",100
"1287","FH01","FH04",33
"1288","FH01","ID04",76
"1289","FH01","PS04",56
"1290","FH01","PS05",33
"1291","FH01","SLU01",64
"1292","FH01","SLU02",4
"1293","FH01","SLU04",117
"1294","FH01","SLU07",42
"1295","FH01","SLU15",87
"1296","FH01","SLU16",27
"1297","FH01","SLU17",3
"1298","FH01","SLU18",19
"1299","FH01","SLU19",14
"1300","FH01","SLU20",4
"1301","FH01","UD01",2
"1302","FH01","UD02",3
"1303","FH01","UD04",4
"1304","FH01","UD07",4
"1305","FH01","UW07",4
"1306","FH01","UW10",4
"1307","FH01","WF01",12
"1308","FH01","WF04",14
"1309","FH04","BT01",26
"1310","FH04","BT03",13
"1311","FH04","BT04",5
"1312","FH04","BT05",29
"1313","FH04","CBD03",18
"1314","FH04","CBD04",4
"1315","FH04","CBD05",11
"1316","FH04","CBD06",57
"1317","FH04","CBD07",16
"1318","FH04","CBD13",271
"1319","FH04","CD01",40
"1320","FH04","CH01",30
"1321","FH04","CH02",91
"1322","FH04","CH03",30
"1323","FH04","CH05",31
"1324","FH04","CH06",28
"1325","FH04","CH07",28
"1326","FH04","CH08",107
"1327","FH04","CH09",56
"1328","FH04","CH12",81
"1329","FH04","CH15",88
"1330","FH04","DPD01",4
"1331","FH04","EL01",23
"1332","FH04","EL03",7
"1333","FH04","EL05",16
"1334","FH04","FH01",9
"1335","FH04","FH04",89
"1336","FH04","ID04",149
"1337","FH04","PS04",161
"1338","FH04","PS05",139
"1339","FH04","SLU01",31
"1340","FH04","SLU02",10
"1341","FH04","SLU04",31
"1342","FH04","SLU07",19
"1343","FH04","SLU15",17
"1344","FH04","SLU16",60
"1345","FH04","SLU17",2
"1346","FH04","SLU18",4
"1347","FH04","SLU19",11
"1348","FH04","SLU20",2
"1349","FH04","UD02",1
"1350","FH04","UD04",3
"1351","FH04","UD07",1
"1352","FH04","UW06",2
"1353","FH04","WF01",7
"1354","FH04","WF04",5
"1355","ID04","BT01",42
"1356","ID04","BT03",22
"1357","ID04","BT04",11
"1358","ID04","BT05",25
"1359","ID04","CBD03",31
"1360","ID04","CBD04",13
"1361","ID04","CBD05",86
"1362","ID04","CBD06",75
"1363","ID04","CBD07",180
"1364","ID04","CBD13",97
"1365","ID04","CD01",18
"1366","ID04","CH01",2
"1367","ID04","CH02",33
"1368","ID04","CH03",2
"1369","ID04","CH05",13
"1370","ID04","CH06",37
"1371","ID04","CH07",70
"1372","ID04","CH08",29
"1373","ID04","CH09",12
"1374","ID04","CH12",9
"1375","ID04","CH15",7
"1376","ID04","DPD01",6
"1377","ID04","EL01",1
"1378","ID04","EL03",3
"1379","ID04","EL05",1
"1380","ID04","FH01",16
"1381","ID04","FH04",64
"1382","ID04","ID04",137
"1383","ID04","PS04",123
"1384","ID04","PS05",17
"1385","ID04","SLU01",12
"1386","ID04","SLU02",3
"1387","ID04","SLU04",3
"1388","ID04","SLU07",16
"1389","ID04","SLU15",41
"1390","ID04","SLU16",15
"1391","ID04","SLU17",5
"1392","ID04","SLU18",12
"1393","ID04","SLU19",19
"1394","ID04","SLU20",5
"1395","ID04","SLU21",1
"1396","ID04","UD01",2
"1397","ID04","UD02",1
"1398","ID04","UD07",1
"1399","ID04","UW04",2
"1400","ID04","UW07",1
"1401","ID04","WF01",58
"1402","ID04","WF04",85
"1403","Pronto shop","BT05",1
"1404","PS04","BT01",106
"1405","PS04","BT03",64
"1406","PS04","BT04",23
"1407","PS04","BT05",94
"1408","PS04","CBD03",77
"1409","PS04","CBD04",26
"1410","PS04","CBD05",116
"1411","PS04","CBD06",249
"1412","PS04","CBD07",59
"1413","PS04","CBD13",354
"1414","PS04","CD01",11
"1415","PS04","CH01",40
"1416","PS04","CH02",9
"1417","PS04","CH03",9
"1418","PS04","CH05",12
"1419","PS04","CH06",5
"1420","PS04","CH07",18
"1421","PS04","CH08",19
"1422","PS04","CH09",18
"1423","PS04","CH12",26
"1424","PS04","CH15",11
"1425","PS04","DPD01",18
"1426","PS04","DPD03",3
"1427","PS04","EL01",1
"1428","PS04","EL03",34
"1429","PS04","EL05",4
"1430","PS04","FH01",13
"1431","PS04","FH04",20
"1432","PS04","ID04",106
"1433","PS04","PS04",212
"1434","PS04","PS05",90
"1435","PS04","SLU01",30
"1436","PS04","SLU02",21
"1437","PS04","SLU04",19
"1438","PS04","SLU07",34
"1439","PS04","SLU15",195
"1440","PS04","SLU16",40
"1441","PS04","SLU17",11
"1442","PS04","SLU18",21
"1443","PS04","SLU19",83
"1444","PS04","SLU20",15
"1445","PS04","UD04",3
"1446","PS04","UD07",1
"1447","PS04","WF01",249
"1448","PS04","WF04",242
"1449","PS05","BT01",109
"1450","PS05","BT03",26
"1451","PS05","BT04",16
"1452","PS05","BT05",37
"1453","PS05","CBD03",75
"1454","PS05","CBD04",12
"1455","PS05","CBD05",104
"1456","PS05","CBD06",90
"1457","PS05","CBD07",83
"1458","PS05","CBD13",127
"1459","PS05","CD01",10
"1460","PS05","CH01",4
"1461","PS05","CH02",8
"1462","PS05","CH03",5
"1463","PS05","CH05",5
"1464","PS05","CH06",7
"1465","PS05","CH07",19
"1466","PS05","CH08",46
"1467","PS05","CH09",7
"1468","PS05","CH12",12
"1469","PS05","CH15",8
"1470","PS05","DPD01",43
"1471","PS05","EL01",4
"1472","PS05","EL03",6
"1473","PS05","EL05",4
"1474","PS05","FH01",4
"1475","PS05","FH04",62
"1476","PS05","ID04",50
"1477","PS05","PS04",40
"1478","PS05","PS05",123
"1479","PS05","SLU01",16
"1480","PS05","SLU02",14
"1481","PS05","SLU04",24
"1482","PS05","SLU07",39
"1483","PS05","SLU15",83
"1484","PS05","SLU16",22
"1485","PS05","SLU17",18
"1486","PS05","SLU18",9
"1487","PS05","SLU19",66
"1488","PS05","SLU20",4
"1489","PS05","UD04",1
"1490","PS05","WF01",353
"1491","PS05","WF04",116
"1492","SLU01","BT01",245
"1493","SLU01","BT03",115
"1494","SLU01","BT04",76
"1495","SLU01","BT05",140
"1496","SLU01","CBD03",175
"1497","SLU01","CBD04",18
"1498","SLU01","CBD05",87
"1499","SLU01","CBD06",92
"1500","SLU01","CBD07",86
"1501","SLU01","CBD13",184
"1502","SLU01","CD01",1
"1503","SLU01","CH01",32
"1504","SLU01","CH02",20
"1505","SLU01","CH03",79
"1506","SLU01","CH05",5
"1507","SLU01","CH06",10
"1508","SLU01","CH07",13
"1509","SLU01","CH08",23
"1510","SLU01","CH09",20
"1511","SLU01","CH12",32
"1512","SLU01","CH15",11
"1513","SLU01","DPD01",73
"1514","SLU01","EL01",52
"1515","SLU01","EL03",96
"1516","SLU01","EL05",58
"1517","SLU01","FH01",15
"1518","SLU01","FH04",10
"1519","SLU01","ID04",21
"1520","SLU01","PS04",61
"1521","SLU01","PS05",37
"1522","SLU01","SLU01",176
"1523","SLU01","SLU02",143
"1524","SLU01","SLU04",263
"1525","SLU01","SLU07",344
"1526","SLU01","SLU15",462
"1527","SLU01","SLU16",504
"1528","SLU01","SLU17",93
"1529","SLU01","SLU18",125
"1530","SLU01","SLU19",80
"1531","SLU01","SLU20",151
"1532","SLU01","SLU21",2
"1533","SLU01","UD01",7
"1534","SLU01","UD02",52
"1535","SLU01","UD04",39
"1536","SLU01","UD07",25
"1537","SLU01","UW01",2
"1538","SLU01","UW02",2
"1539","SLU01","UW04",15
"1540","SLU01","UW07",6
"1541","SLU01","UW10",8
"1542","SLU01","WF01",34
"1543","SLU01","WF04",31
"1544","SLU02","BT01",140
"1545","SLU02","BT03",37
"1546","SLU02","BT04",51
"1547","SLU02","BT05",63
"1548","SLU02","CBD03",60
"1549","SLU02","CBD04",13
"1550","SLU02","CBD05",101
"1551","SLU02","CBD06",60
"1552","SLU02","CBD07",8
"1553","SLU02","CBD13",84
"1554","SLU02","CH01",5
"1555","SLU02","CH02",4
"1556","SLU02","CH03",8
"1557","SLU02","CH05",1
"1558","SLU02","CH07",1
"1559","SLU02","CH08",7
"1560","SLU02","CH09",9
"1561","SLU02","CH12",4
"1562","SLU02","CH15",3
"1563","SLU02","DPD01",173
"1564","SLU02","EL01",72
"1565","SLU02","EL03",189
"1566","SLU02","EL05",65
"1567","SLU02","FH01",2
"1568","SLU02","FH04",2
"1569","SLU02","ID04",9
"1570","SLU02","Pronto shop",2
"1571","SLU02","PS04",32
"1572","SLU02","PS05",31
"1573","SLU02","SLU01",65
"1574","SLU02","SLU02",240
"1575","SLU02","SLU04",318
"1576","SLU02","SLU07",503
"1577","SLU02","SLU15",247
"1578","SLU02","SLU16",67
"1579","SLU02","SLU17",105
"1580","SLU02","SLU18",76
"1581","SLU02","SLU19",104
"1582","SLU02","SLU20",69
"1583","SLU02","SLU21",2
"1584","SLU02","UD01",4
"1585","SLU02","UD02",1
"1586","SLU02","UD04",46
"1587","SLU02","UD07",12
"1588","SLU02","UW01",2
"1589","SLU02","UW02",4
"1590","SLU02","UW04",34
"1591","SLU02","UW06",4
"1592","SLU02","UW07",4
"1593","SLU02","UW10",48
"1594","SLU02","WF01",57
"1595","SLU02","WF04",27
"1596","SLU04","BT01",126
"1597","SLU04","BT03",305
"1598","SLU04","BT04",66
"1599","SLU04","BT05",87
"1600","SLU04","CBD03",65
"1601","SLU04","CBD04",13
"1602","SLU04","CBD05",56
"1603","SLU04","CBD06",71
"1604","SLU04","CBD07",22
"1605","SLU04","CBD13",140
"1606","SLU04","CD01",2
"1607","SLU04","CH01",12
"1608","SLU04","CH02",5
"1609","SLU04","CH03",12
"1610","SLU04","CH05",5
"1611","SLU04","CH06",5
"1612","SLU04","CH07",9
"1613","SLU04","CH08",10
"1614","SLU04","CH09",6
"1615","SLU04","CH12",35
"1616","SLU04","CH15",8
"1617","SLU04","DPD01",19
"1618","SLU04","EL01",55
"1619","SLU04","EL03",226
"1620","SLU04","EL05",49
"1621","SLU04","FH01",9
"1622","SLU04","FH04",5
"1623","SLU04","ID04",14
"1624","SLU04","PS04",40
"1625","SLU04","PS05",42
"1626","SLU04","SLU01",84
"1627","SLU04","SLU02",277
"1628","SLU04","SLU04",111
"1629","SLU04","SLU07",177
"1630","SLU04","SLU15",299
"1631","SLU04","SLU16",89
"1632","SLU04","SLU17",70
"1633","SLU04","SLU18",102
"1634","SLU04","SLU19",115
"1635","SLU04","SLU20",49
"1636","SLU04","UD01",13
"1637","SLU04","UD02",6
"1638","SLU04","UD04",18
"1639","SLU04","UD07",9
"1640","SLU04","UW02",4
"1641","SLU04","UW04",13
"1642","SLU04","UW07",7
"1643","SLU04","UW10",7
"1644","SLU04","WF01",46
"1645","SLU04","WF04",7
"1646","SLU07","BT01",194
"1647","SLU07","BT03",178
"1648","SLU07","BT04",49
"1649","SLU07","BT05",146
"1650","SLU07","CBD03",128
"1651","SLU07","CBD04",67
"1652","SLU07","CBD05",43
"1653","SLU07","CBD06",112
"1654","SLU07","CBD07",26
"1655","SLU07","CBD13",194
"1656","SLU07","CD01",1
"1657","SLU07","CH01",22
"1658","SLU07","CH02",8
"1659","SLU07","CH03",10
"1660","SLU07","CH05",7
"1661","SLU07","CH06",5
"1662","SLU07","CH07",16
"1663","SLU07","CH08",75
"1664","SLU07","CH09",18
"1665","SLU07","CH12",23
"1666","SLU07","CH15",3
"1667","SLU07","DPD01",249
"1668","SLU07","EL01",65
"1669","SLU07","EL03",96
"1670","SLU07","EL05",28
"1671","SLU07","FH01",7
"1672","SLU07","FH04",7
"1673","SLU07","ID04",12
"1674","SLU07","PS04",48
"1675","SLU07","PS05",29
"1676","SLU07","SLU01",182
"1677","SLU07","SLU02",447
"1678","SLU07","SLU04",174
"1679","SLU07","SLU07",138
"1680","SLU07","SLU15",225
"1681","SLU07","SLU16",210
"1682","SLU07","SLU17",86
"1683","SLU07","SLU18",30
"1684","SLU07","SLU19",149
"1685","SLU07","SLU20",38
"1686","SLU07","UD01",2
"1687","SLU07","UD02",1
"1688","SLU07","UD04",18
"1689","SLU07","UD07",5
"1690","SLU07","UW01",1
"1691","SLU07","UW02",2
"1692","SLU07","UW04",4
"1693","SLU07","UW06",1
"1694","SLU07","UW07",4
"1695","SLU07","UW10",9
"1696","SLU07","WF01",104
"1697","SLU07","WF04",32
"1698","SLU15","BT01",292
"1699","SLU15","BT03",164
"1700","SLU15","BT04",80
"1701","SLU15","BT05",123
"1702","SLU15","CBD03",56
"1703","SLU15","CBD04",13
"1704","SLU15","CBD05",216
"1705","SLU15","CBD06",171
"1706","SLU15","CBD07",67
"1707","SLU15","CBD13",161
"1708","SLU15","CD01",2
"1709","SLU15","CH01",24
"1710","SLU15","CH02",20
"1711","SLU15","CH03",14
"1712","SLU15","CH05",6
"1713","SLU15","CH06",5
"1714","SLU15","CH07",37
"1715","SLU15","CH08",24
"1716","SLU15","CH09",22
"1717","SLU15","CH12",45
"1718","SLU15","CH15",6
"1719","SLU15","DPD01",343
"1720","SLU15","DPD03",1
"1721","SLU15","EL01",171
"1722","SLU15","EL03",116
"1723","SLU15","EL05",64
"1724","SLU15","FH01",11
"1725","SLU15","FH04",7
"1726","SLU15","ID04",45
"1727","SLU15","PS04",183
"1728","SLU15","PS05",98
"1729","SLU15","SLU01",296
"1730","SLU15","SLU02",390
"1731","SLU15","SLU04",401
"1732","SLU15","SLU07",274
"1733","SLU15","SLU15",235
"1734","SLU15","SLU16",44
"1735","SLU15","SLU17",155
"1736","SLU15","SLU18",74
"1737","SLU15","SLU19",213
"1738","SLU15","SLU20",29
"1739","SLU15","SLU21",5
"1740","SLU15","UD01",7
"1741","SLU15","UD02",5
"1742","SLU15","UD04",12
"1743","SLU15","UD07",10
"1744","SLU15","UW04",5
"1745","SLU15","UW07",3
"1746","SLU15","WF01",163
"1747","SLU15","WF04",98
"1748","SLU16","BT01",117
"1749","SLU16","BT03",119
"1750","SLU16","BT04",39
"1751","SLU16","BT05",74
"1752","SLU16","CBD03",24
"1753","SLU16","CBD04",18
"1754","SLU16","CBD05",47
"1755","SLU16","CBD06",87
"1756","SLU16","CBD07",33
"1757","SLU16","CBD13",246
"1758","SLU16","CD01",2
"1759","SLU16","CH01",49
"1760","SLU16","CH02",80
"1761","SLU16","CH03",53
"1762","SLU16","CH05",23
"1763","SLU16","CH06",62
"1764","SLU16","CH07",80
"1765","SLU16","CH08",125
"1766","SLU16","CH09",87
"1767","SLU16","CH12",53
"1768","SLU16","CH15",13
"1769","SLU16","DPD01",152
"1770","SLU16","EL01",31
"1771","SLU16","EL03",18
"1772","SLU16","EL05",14
"1773","SLU16","FH01",17
"1774","SLU16","FH04",29
"1775","SLU16","ID04",33
"1776","SLU16","PS04",59
"1777","SLU16","PS05",32
"1778","SLU16","SLU01",479
"1779","SLU16","SLU02",41
"1780","SLU16","SLU04",274
"1781","SLU16","SLU07",395
"1782","SLU16","SLU15",62
"1783","SLU16","SLU16",151
"1784","SLU16","SLU17",60
"1785","SLU16","SLU18",59
"1786","SLU16","SLU19",45
"1787","SLU16","SLU20",18
"1788","SLU16","SLU21",2
"1789","SLU16","UD01",4
"1790","SLU16","UD04",7
"1791","SLU16","UD07",3
"1792","SLU16","UW02",1
"1793","SLU16","UW04",6
"1794","SLU16","UW07",2
"1795","SLU16","UW10",1
"1796","SLU16","WF01",44
"1797","SLU16","WF04",43
"1798","SLU17","BT01",178
"1799","SLU17","BT03",20
"1800","SLU17","BT04",29
"1801","SLU17","BT05",56
"1802","SLU17","CBD03",35
"1803","SLU17","CBD04",4
"1804","SLU17","CBD05",23
"1805","SLU17","CBD06",31
"1806","SLU17","CBD07",16
"1807","SLU17","CBD13",90
"1808","SLU17","CH01",17
"1809","SLU17","CH02",13
"1810","SLU17","CH03",20
"1811","SLU17","CH06",1
"1812","SLU17","CH07",3
"1813","SLU17","CH08",4
"1814","SLU17","CH09",8
"1815","SLU17","CH12",15
"1816","SLU17","CH15",14
"1817","SLU17","DPD01",34
"1818","SLU17","DPD03",2
"1819","SLU17","EL01",110
"1820","SLU17","EL03",414
"1821","SLU17","EL05",240
"1822","SLU17","FH01",7
"1823","SLU17","ID04",5
"1824","SLU17","Pronto shop",1
"1825","SLU17","PS04",9
"1826","SLU17","PS05",25
"1827","SLU17","SLU01",69
"1828","SLU17","SLU02",52
"1829","SLU17","SLU04",80
"1830","SLU17","SLU07",95
"1831","SLU17","SLU15",139
"1832","SLU17","SLU16",35
"1833","SLU17","SLU17",582
"1834","SLU17","SLU18",68
"1835","SLU17","SLU19",86
"1836","SLU17","SLU20",12
"1837","SLU17","UD01",17
"1838","SLU17","UD02",10
"1839","SLU17","UD04",115
"1840","SLU17","UD07",17
"1841","SLU17","UW02",12
"1842","SLU17","UW04",43
"1843","SLU17","UW06",6
"1844","SLU17","UW07",1
"1845","SLU17","UW10",42
"1846","SLU17","WF01",61
"1847","SLU17","WF04",43
"1848","SLU18","BT01",121
"1849","SLU18","BT03",126
"1850","SLU18","BT04",12
"1851","SLU18","BT05",44
"1852","SLU18","CBD03",88
"1853","SLU18","CBD04",11
"1854","SLU18","CBD05",33
"1855","SLU18","CBD06",48
"1856","SLU18","CBD07",21
"1857","SLU18","CBD13",134
"1858","SLU18","CH01",21
"1859","SLU18","CH02",9
"1860","SLU18","CH03",6
"1861","SLU18","CH05",13
"1862","SLU18","CH06",2
"1863","SLU18","CH07",10
"1864","SLU18","CH08",17
"1865","SLU18","CH09",21
"1866","SLU18","CH12",27
"1867","SLU18","CH15",8
"1868","SLU18","DPD01",233
"1869","SLU18","EL01",20
"1870","SLU18","EL03",180
"1871","SLU18","EL05",25
"1872","SLU18","FH01",4
"1873","SLU18","FH04",3
"1874","SLU18","ID04",11
"1875","SLU18","PS04",34
"1876","SLU18","PS05",10
"1877","SLU18","SLU01",112
"1878","SLU18","SLU02",202
"1879","SLU18","SLU04",175
"1880","SLU18","SLU07",112
"1881","SLU18","SLU15",72
"1882","SLU18","SLU16",72
"1883","SLU18","SLU17",88
"1884","SLU18","SLU18",167
"1885","SLU18","SLU19",108
"1886","SLU18","SLU20",24
"1887","SLU18","UD02",3
"1888","SLU18","UD04",9
"1889","SLU18","UD07",6
"1890","SLU18","UW02",2
"1891","SLU18","UW04",3
"1892","SLU18","UW07",2
"1893","SLU18","UW10",2
"1894","SLU18","WF01",52
"1895","SLU18","WF04",66
"1896","SLU19","BT01",152
"1897","SLU19","BT03",181
"1898","SLU19","BT04",47
"1899","SLU19","BT05",207
"1900","SLU19","CBD03",120
"1901","SLU19","CBD04",20
"1902","SLU19","CBD05",334
"1903","SLU19","CBD06",146
"1904","SLU19","CBD07",64
"1905","SLU19","CBD13",199
"1906","SLU19","CD01",3
"1907","SLU19","CH01",14
"1908","SLU19","CH02",5
"1909","SLU19","CH03",5
"1910","SLU19","CH05",2
"1911","SLU19","CH07",3
"1912","SLU19","CH08",8
"1913","SLU19","CH09",14
"1914","SLU19","CH12",20
"1915","SLU19","CH15",3
"1916","SLU19","DPD01",151
"1917","SLU19","EL01",32
"1918","SLU19","EL03",143
"1919","SLU19","EL05",21
"1920","SLU19","FH01",2
"1921","SLU19","FH04",3
"1922","SLU19","ID04",20
"1923","SLU19","PS04",150
"1924","SLU19","PS05",96
"1925","SLU19","SLU01",63
"1926","SLU19","SLU02",108
"1927","SLU19","SLU04",113
"1928","SLU19","SLU07",231
"1929","SLU19","SLU15",157
"1930","SLU19","SLU16",17
"1931","SLU19","SLU17",98
"1932","SLU19","SLU18",49
"1933","SLU19","SLU19",308
"1934","SLU19","SLU20",11
"1935","SLU19","SLU21",3
"1936","SLU19","UD02",1
"1937","SLU19","UD04",12
"1938","SLU19","UD07",7
"1939","SLU19","UW04",4
"1940","SLU19","UW10",4
"1941","SLU19","WF01",253
"1942","SLU19","WF04",161
"1943","SLU20","BT01",58
"1944","SLU20","BT03",31
"1945","SLU20","BT04",44
"1946","SLU20","BT05",33
"1947","SLU20","CBD03",11
"1948","SLU20","CBD04",15
"1949","SLU20","CBD05",2
"1950","SLU20","CBD06",28
"1951","SLU20","CBD07",3
"1952","SLU20","CBD13",73
"1953","SLU20","CD01",2
"1954","SLU20","CH01",1
"1955","SLU20","CH02",3
