"","freq","from","to"
"889",408,"CH09","CH02"
"890",139,"CH09","CH03"
"891",81,"CH09","CH05"
"892",40,"CH09","CH06"
"893",73,"CH09","CH07"
"894",49,"CH09","CH08"
"895",97,"CH09","CH09"
"896",67,"CH09","CH12"
"897",63,"CH09","CH15"
"898",18,"CH09","DPD01"
"899",8,"CH09","EL01"
"900",27,"CH09","EL03"
"901",28,"CH09","EL05"
"902",60,"CH09","FH01"
"903",159,"CH09","FH04"
"904",55,"CH09","ID04"
"905",85,"CH09","PS04"
"906",30,"CH09","PS05"
"907",86,"CH09","SLU01"
"908",18,"CH09","SLU02"
"909",19,"CH09","SLU04"
"910",51,"CH09","SLU07"
"911",53,"CH09","SLU15"
"912",245,"CH09","SLU16"
"913",8,"CH09","SLU17"
"914",73,"CH09","SLU18"
"915",64,"CH09","SLU19"
"916",46,"CH09","SLU20"
"917",3,"CH09","UD01"
"918",5,"CH09","UD02"
"919",20,"CH09","UD04"
"920",9,"CH09","UD07"
"921",7,"CH09","UW04"
"922",4,"CH09","UW06"
"923",2,"CH09","UW07"
"924",3,"CH09","UW10"
"925",21,"CH09","WF01"
"926",22,"CH09","WF04"
"927",122,"CH12","BT01"
"928",67,"CH12","BT03"
"929",19,"CH12","BT04"
"930",74,"CH12","BT05"
"931",65,"CH12","CBD03"
"932",12,"CH12","CBD04"
"933",27,"CH12","CBD05"
"934",300,"CH12","CBD06"
"935",16,"CH12","CBD07"
"936",176,"CH12","CBD13"
"937",2,"CH12","CD01"
"938",42,"CH12","CH01"
"939",54,"CH12","CH02"
"940",166,"CH12","CH03"
"941",44,"CH12","CH05"
"942",15,"CH12","CH06"
"943",43,"CH12","CH07"
"944",110,"CH12","CH08"
"945",39,"CH12","CH09"
"946",54,"CH12","CH12"
"947",20,"CH12","CH15"
"948",24,"CH12","DPD01"
"949",10,"CH12","EL01"
"950",6,"CH12","EL03"
"951",32,"CH12","EL05"
"952",30,"CH12","FH01"
"953",28,"CH12","FH04"
"954",14,"CH12","ID04"
"955",141,"CH12","PS04"
"956",9,"CH12","PS05"
"957",106,"CH12","SLU01"
"958",13,"CH12","SLU02"
"959",108,"CH12","SLU04"
"960",157,"CH12","SLU07"
"961",94,"CH12","SLU15"
"962",76,"CH12","SLU16"
"963",23,"CH12","SLU17"
"964",29,"CH12","SLU18"
"965",46,"CH12","SLU19"
"966",36,"CH12","SLU20"
"967",5,"CH12","UD01"
"968",4,"CH12","UD02"
"969",10,"CH12","UD04"
"970",3,"CH12","UD07"
"971",4,"CH12","UW02"
"972",3,"CH12","UW04"
"973",2,"CH12","UW07"
"974",27,"CH12","UW10"
"975",33,"CH12","WF01"
"976",23,"CH12","WF04"
"977",25,"CH15","BT01"
"978",6,"CH15","BT03"
"979",2,"CH15","BT04"
"980",41,"CH15","BT05"
"981",30,"CH15","CBD03"
"982",26,"CH15","CBD04"
"983",83,"CH15","CBD05"
"984",158,"CH15","CBD06"
"985",154,"CH15","CBD07"
"986",164,"CH15","CBD13"
"987",13,"CH15","CD01"
"988",38,"CH15","CH01"
"989",130,"CH15","CH02"
"990",41,"CH15","CH03"
"991",39,"CH15","CH05"
"992",85,"CH15","CH06"
"993",100,"CH15","CH07"
"994",253,"CH15","CH08"
"995",68,"CH15","CH09"
"996",49,"CH15","CH12"
"997",109,"CH15","CH15"
"998",15,"CH15","DPD01"
"999",3,"CH15","DPD03"
"1000",16,"CH15","EL01"
"1001",22,"CH15","EL03"
"1002",34,"CH15","EL05"
"1003",13,"CH15","FH01"
"1004",135,"CH15","FH04"
"1005",27,"CH15","ID04"
"1006",133,"CH15","PS04"
"1007",26,"CH15","PS05"
"1008",59,"CH15","SLU01"
"1009",8,"CH15","SLU02"
"1010",208,"CH15","SLU04"
"1011",113,"CH15","SLU07"
"1012",30,"CH15","SLU15"
"1013",144,"CH15","SLU16"
"1014",66,"CH15","SLU17"
"1015",24,"CH15","SLU18"
"1016",9,"CH15","SLU19"
"1017",3,"CH15","SLU20"
"1018",4,"CH15","UD01"
"1019",7,"CH15","UD02"
"1020",45,"CH15","UD04"
"1021",7,"CH15","UD07"
"1022",3,"CH15","UW02"
"1023",9,"CH15","UW04"
"1024",3,"CH15","UW06"
"1025",10,"CH15","UW07"
"1026",12,"CH15","UW10"
"1027",14,"CH15","WF01"
"1028",23,"CH15","WF04"
"1029",97,"DPD01","BT01"
"1030",112,"DPD01","BT03"
"1031",286,"DPD01","BT04"
"1032",27,"DPD01","BT05"
"1033",45,"DPD01","CBD03"
"1034",2,"DPD01","CBD04"
"1035",34,"DPD01","CBD05"
"1036",20,"DPD01","CBD06"
"1037",15,"DPD01","CBD07"
"1038",48,"DPD01","CBD13"
"1039",3,"DPD01","CD01"
"1040",15,"DPD01","CH01"
"1041",14,"DPD01","CH02"
"1042",49,"DPD01","CH03"
"1043",1,"DPD01","CH05"
"1044",4,"DPD01","CH06"
"1045",2,"DPD01","CH07"
"1046",2,"DPD01","CH08"
"1047",9,"DPD01","CH09"
"1048",8,"DPD01","CH12"
"1049",3,"DPD01","CH15"
"1050",105,"DPD01","DPD01"
"1051",69,"DPD01","EL01"
"1052",139,"DPD01","EL03"
"1053",53,"DPD01","EL05"
"1054",2,"DPD01","FH01"
"1055",6,"DPD01","FH04"
"1056",4,"DPD01","ID04"
"1057",19,"DPD01","PS04"
"1058",60,"DPD01","PS05"
"1059",108,"DPD01","SLU01"
"1060",119,"DPD01","SLU02"
"1061",33,"DPD01","SLU04"
"1062",321,"DPD01","SLU07"
"1063",235,"DPD01","SLU15"
"1064",50,"DPD01","SLU16"
"1065",86,"DPD01","SLU17"
"1066",89,"DPD01","SLU18"
"1067",141,"DPD01","SLU19"
"1068",11,"DPD01","SLU20"
"1069",3,"DPD01","SLU21"
"1070",8,"DPD01","UD01"
"1071",8,"DPD01","UD02"
"1072",16,"DPD01","UD04"
"1073",13,"DPD01","UD07"
"1074",1,"DPD01","UW01"
"1075",17,"DPD01","UW04"
"1076",1,"DPD01","UW06"
"1077",2,"DPD01","UW07"
"1078",6,"DPD01","UW10"
"1079",16,"DPD01","WF01"
"1080",19,"DPD01","WF04"
"1081",1,"DPD03","BT03"
"1082",1,"DPD03","BT05"
"1083",1,"DPD03","CBD06"
"1084",1,"DPD03","CH05"
"1085",2,"DPD03","CH07"
"1086",2,"DPD03","CH08"
"1087",2,"DPD03","DPD01"
"1088",209,"DPD03","DPD03"
"1089",1,"DPD03","EL01"
"1090",9,"DPD03","EL03"
"1091",11,"DPD03","EL05"
"1092",2,"DPD03","FH01"
"1093",2,"DPD03","FH04"
"1094",4,"DPD03","SLU01"
"1095",3,"DPD03","SLU02"
"1096",3,"DPD03","SLU04"
"1097",3,"DPD03","SLU15"
"1098",1,"DPD03","SLU16"
"1099",2,"DPD03","SLU17"
"1100",290,"DPD03","UD01"
"1101",6,"DPD03","UD02"
"1102",55,"DPD03","UD04"
"1103",16,"DPD03","UD07"
"1104",6,"DPD03","UW01"
"1105",2,"DPD03","UW02"
"1106",49,"DPD03","UW04"
"1107",10,"DPD03","UW06"
"1108",94,"DPD03","UW07"
"1109",47,"DPD03","UW10"
"1110",184,"EL01","BT01"
"1111",21,"EL01","BT03"
"1112",35,"EL01","BT04"
"1113",29,"EL01","BT05"
"1114",27,"EL01","CBD03"
"1115",2,"EL01","CBD04"
"1116",17,"EL01","CBD05"
"1117",16,"EL01","CBD06"
"1118",5,"EL01","CBD07"
"1119",33,"EL01","CBD13"
"1120",3,"EL01","CH01"
"1121",3,"EL01","CH02"
"1122",4,"EL01","CH03"
"1123",4,"EL01","CH05"
"1124",6,"EL01","CH07"
"1125",5,"EL01","CH08"
"1126",6,"EL01","CH09"
"1127",7,"EL01","CH12"
"1128",10,"EL01","CH15"
"1129",53,"EL01","DPD01"
"1130",155,"EL01","EL01"
"1131",251,"EL01","EL03"
"1132",123,"EL01","EL05"
"1133",2,"EL01","FH01"
"1134",5,"EL01","FH04"
"1135",3,"EL01","ID04"
"1136",12,"EL01","PS04"
"1137",20,"EL01","PS05"
"1138",40,"EL01","SLU01"
"1139",57,"EL01","SLU02"
"1140",98,"EL01","SLU04"
"1141",71,"EL01","SLU07"
"1142",186,"EL01","SLU15"
"1143",38,"EL01","SLU16"
"1144",149,"EL01","SLU17"
"1145",37,"EL01","SLU18"
"1146",39,"EL01","SLU19"
"1147",7,"EL01","SLU20"
"1148",11,"EL01","UD01"
"1149",4,"EL01","UD02"
"1150",53,"EL01","UD04"
"1151",11,"EL01","UD07"
"1152",8,"EL01","UW02"
"1153",8,"EL01","UW04"
"1154",1,"EL01","UW06"
"1155",8,"EL01","UW10"
"1156",20,"EL01","WF01"
"1157",14,"EL01","WF04"
"1158",44,"EL03","BT01"
"1159",37,"EL03","BT03"
"1160",25,"EL03","BT04"
"1161",155,"EL03","BT05"
"1162",22,"EL03","CBD03"
"1163",1,"EL03","CBD04"
"1164",11,"EL03","CBD05"
"1165",29,"EL03","CBD06"
"1166",8,"EL03","CBD07"
"1167",30,"EL03","CBD13"
"1168",1,"EL03","CD01"
"1169",7,"EL03","CH01"
"1170",2,"EL03","CH02"
"1171",7,"EL03","CH03"
"1172",3,"EL03","CH05"
"1173",3,"EL03","CH06"
"1174",3,"EL03","CH07"
"1175",5,"EL03","CH08"
"1176",8,"EL03","CH09"
"1177",7,"EL03","CH12"
"1178",9,"EL03","CH15"
"1179",183,"EL03","DPD01"
"1180",3,"EL03","DPD03"
"1181",228,"EL03","EL01"
"1182",162,"EL03","EL03"
"1183",154,"EL03","EL05"
"1184",2,"EL03","ID04"
"1185",30,"EL03","PS04"
"1186",14,"EL03","PS05"
"1187",102,"EL03","SLU01"
"1188",174,"EL03","SLU02"
"1189",146,"EL03","SLU04"
"1190",75,"EL03","SLU07"
"1191",81,"EL03","SLU15"
"1192",14,"EL03","SLU16"
"1193",338,"EL03","SLU17"
"1194",185,"EL03","SLU18"
"1195",135,"EL03","SLU19"
"1196",24,"EL03","SLU20"
"1197",6,"EL03","SLU21"
"1198",6,"EL03","UD01"
"1199",6,"EL03","UD02"
"1200",65,"EL03","UD04"
"1201",23,"EL03","UD07"
"1202",1,"EL03","UW01"
"1203",5,"EL03","UW02"
"1204",25,"EL03","UW04"
"1205",12,"EL03","UW06"
"1206",4,"EL03","UW07"
"1207",16,"EL03","UW10"
"1208",8,"EL03","WF01"
"1209",18,"EL03","WF04"
"1210",8,"EL05","BT01"
"1211",2,"EL05","BT03"
"1212",7,"EL05","BT04"
"1213",12,"EL05","BT05"
"1214",14,"EL05","CBD03"
"1215",1,"EL05","CBD04"
"1216",1,"EL05","CBD05"
"1217",9,"EL05","CBD06"
"1218",1,"EL05","CBD07"
"1219",17,"EL05","CBD13"
"1220",5,"EL05","CH01"
"1221",41,"EL05","CH02"
"1222",16,"EL05","CH03"
"1223",6,"EL05","CH05"
"1224",1,"EL05","CH06"
"1225",3,"EL05","CH07"
"1226",6,"EL05","CH08"
"1227",1,"EL05","CH09"
"1228",6,"EL05","CH12"
"1229",12,"EL05","CH15"
"1230",41,"EL05","DPD01"
"1231",4,"EL05","DPD03"
"1232",121,"EL05","EL01"
"1233",137,"EL05","EL03"
"1234",184,"EL05","EL05"
"1235",14,"EL05","FH01"
"1236",1,"EL05","FH04"
"1237",2,"EL05","ID04"
"1238",1,"EL05","PS04"
"1239",5,"EL05","PS05"
"1240",36,"EL05","SLU01"
"1241",51,"EL05","SLU02"
"1242",39,"EL05","SLU04"
"1243",48,"EL05","SLU07"
"1244",34,"EL05","SLU15"
"1245",8,"EL05","SLU16"
"1246",192,"EL05","SLU17"
"1247",30,"EL05","SLU18"
"1248",28,"EL05","SLU19"
"1249",5,"EL05","SLU20"
"1250",72,"EL05","UD01"
"1251",40,"EL05","UD02"
"1252",187,"EL05","UD04"
"1253",123,"EL05","UD07"
"1254",6,"EL05","UW01"
"1255",28,"EL05","UW02"
"1256",155,"EL05","UW04"
"1257",51,"EL05","UW06"
"1258",57,"EL05","UW07"
"1259",87,"EL05","UW10"
"1260",9,"EL05","WF01"
"1261",2,"EL05","WF04"
"1262",42,"FH01","BT01"
"1263",38,"FH01","BT03"
"1264",5,"FH01","BT04"
"1265",19,"FH01","BT05"
"1266",62,"FH01","CBD03"
"1267",7,"FH01","CBD04"
"1268",48,"FH01","CBD05"
"1269",99,"FH01","CBD06"
"1270",44,"FH01","CBD07"
"1271",71,"FH01","CBD13"
"1272",8,"FH01","CD01"
"1273",31,"FH01","CH01"
"1274",132,"FH01","CH02"
"1275",66,"FH01","CH03"
"1276",26,"FH01","CH05"
"1277",21,"FH01","CH06"
"1278",58,"FH01","CH07"
"1279",256,"FH01","CH08"
"1280",105,"FH01","CH09"
"1281",48,"FH01","CH12"
"1282",32,"FH01","CH15"
"1283",26,"FH01","DPD01"
"1284",8,"FH01","EL03"
"1285",47,"FH01","EL05"
"1286",100,"FH01","FH01"
"1287",33,"FH01","FH04"
"1288",76,"FH01","ID04"
"1289",56,"FH01","PS04"
"1290",33,"FH01","PS05"
"1291",64,"FH01","SLU01"
"1292",4,"FH01","SLU02"
"1293",117,"FH01","SLU04"
"1294",42,"FH01","SLU07"
"1295",87,"FH01","SLU15"
"1296",27,"FH01","SLU16"
"1297",3,"FH01","SLU17"
"1298",19,"FH01","SLU18"
"1299",14,"FH01","SLU19"
"1300",4,"FH01","SLU20"
"1301",2,"FH01","UD01"
"1302",3,"FH01","UD02"
"1303",4,"FH01","UD04"
"1304",4,"FH01","UD07"
"1305",4,"FH01","UW07"
"1306",4,"FH01","UW10"
"1307",12,"FH01","WF01"
"1308",14,"FH01","WF04"
"1309",26,"FH04","BT01"
"1310",13,"FH04","BT03"
"1311",5,"FH04","BT04"
"1312",29,"FH04","BT05"
"1313",18,"FH04","CBD03"
"1314",4,"FH04","CBD04"
"1315",11,"FH04","CBD05"
"1316",57,"FH04","CBD06"
"1317",16,"FH04","CBD07"
"1318",271,"FH04","CBD13"
"1319",40,"FH04","CD01"
"1320",30,"FH04","CH01"
"1321",91,"FH04","CH02"
"1322",30,"FH04","CH03"
"1323",31,"FH04","CH05"
"1324",28,"FH04","CH06"
"1325",28,"FH04","CH07"
"1326",107,"FH04","CH08"
"1327",56,"FH04","CH09"
"1328",81,"FH04","CH12"
"1329",88,"FH04","CH15"
"1330",4,"FH04","DPD01"
"1331",23,"FH04","EL01"
"1332",7,"FH04","EL03"
"1333",16,"FH04","EL05"
"1334",9,"FH04","FH01"
"1335",89,"FH04","FH04"
"1336",149,"FH04","ID04"
"1337",161,"FH04","PS04"
"1338",139,"FH04","PS05"
"1339",31,"FH04","SLU01"
"1340",10,"FH04","SLU02"
"1341",31,"FH04","SLU04"
"1342",19,"FH04","SLU07"
"1343",17,"FH04","SLU15"
"1344",60,"FH04","SLU16"
"1345",2,"FH04","SLU17"
"1346",4,"FH04","SLU18"
"1347",11,"FH04","SLU19"
"1348",2,"FH04","SLU20"
"1349",1,"FH04","UD02"
"1350",3,"FH04","UD04"
"1351",1,"FH04","UD07"
"1352",2,"FH04","UW06"
"1353",7,"FH04","WF01"
"1354",5,"FH04","WF04"
"1355",42,"ID04","BT01"
"1356",22,"ID04","BT03"
"1357",11,"ID04","BT04"
"1358",25,"ID04","BT05"
"1359",31,"ID04","CBD03"
"1360",13,"ID04","CBD04"
"1361",86,"ID04","CBD05"
"1362",75,"ID04","CBD06"
"1363",180,"ID04","CBD07"
"1364",97,"ID04","CBD13"
"1365",18,"ID04","CD01"
"1366",2,"ID04","CH01"
"1367",33,"ID04","CH02"
"1368",2,"ID04","CH03"
"1369",13,"ID04","CH05"
"1370",37,"ID04","CH06"
"1371",70,"ID04","CH07"
"1372",29,"ID04","CH08"
"1373",12,"ID04","CH09"
"1374",9,"ID04","CH12"
"1375",7,"ID04","CH15"
"1376",6,"ID04","DPD01"
"1377",1,"ID04","EL01"
"1378",3,"ID04","EL03"
"1379",1,"ID04","EL05"
"1380",16,"ID04","FH01"
"1381",64,"ID04","FH04"
"1382",137,"ID04","ID04"
"1383",123,"ID04","PS04"
"1384",17,"ID04","PS05"
"1385",12,"ID04","SLU01"
"1386",3,"ID04","SLU02"
"1387",3,"ID04","SLU04"
"1388",16,"ID04","SLU07"
"1389",41,"ID04","SLU15"
"1390",15,"ID04","SLU16"
"1391",5,"ID04","SLU17"
"1392",12,"ID04","SLU18"
"1393",19,"ID04","SLU19"
"1394",5,"ID04","SLU20"
"1395",1,"ID04","SLU21"
"1396",2,"ID04","UD01"
"1397",1,"ID04","UD02"
"1398",1,"ID04","UD07"
"1399",2,"ID04","UW04"
"1400",1,"ID04","UW07"
"1401",58,"ID04","WF01"
"1402",85,"ID04","WF04"
"1403",1,"Pronto shop","BT05"
"1404",106,"PS04","BT01"
"1405",64,"PS04","BT03"
"1406",23,"PS04","BT04"
"1407",94,"PS04","BT05"
"1408",77,"PS04","CBD03"
"1409",26,"PS04","CBD04"
"1410",116,"PS04","CBD05"
"1411",249,"PS04","CBD06"
"1412",59,"PS04","CBD07"
"1413",354,"PS04","CBD13"
"1414",11,"PS04","CD01"
"1415",40,"PS04","CH01"
"1416",9,"PS04","CH02"
"1417",9,"PS04","CH03"
"1418",12,"PS04","CH05"
"1419",5,"PS04","CH06"
"1420",18,"PS04","CH07"
"1421",19,"PS04","CH08"
"1422",18,"PS04","CH09"
"1423",26,"PS04","CH12"
"1424",11,"PS04","CH15"
"1425",18,"PS04","DPD01"
"1426",3,"PS04","DPD03"
"1427",1,"PS04","EL01"
"1428",34,"PS04","EL03"
"1429",4,"PS04","EL05"
"1430",13,"PS04","FH01"
"1431",20,"PS04","FH04"
"1432",106,"PS04","ID04"
"1433",212,"PS04","PS04"
"1434",90,"PS04","PS05"
"1435",30,"PS04","SLU01"
"1436",21,"PS04","SLU02"
"1437",19,"PS04","SLU04"
"1438",34,"PS04","SLU07"
"1439",195,"PS04","SLU15"
"1440",40,"PS04","SLU16"
"1441",11,"PS04","SLU17"
"1442",21,"PS04","SLU18"
"1443",83,"PS04","SLU19"
"1444",15,"PS04","SLU20"
"1445",3,"PS04","UD04"
"1446",1,"PS04","UD07"
"1447",249,"PS04","WF01"
"1448",242,"PS04","WF04"
"1449",109,"PS05","BT01"
"1450",26,"PS05","BT03"
"1451",16,"PS05","BT04"
"1452",37,"PS05","BT05"
"1453",75,"PS05","CBD03"
"1454",12,"PS05","CBD04"
"1455",104,"PS05","CBD05"
"1456",90,"PS05","CBD06"
"1457",83,"PS05","CBD07"
"1458",127,"PS05","CBD13"
"1459",10,"PS05","CD01"
"1460",4,"PS05","CH01"
"1461",8,"PS05","CH02"
"1462",5,"PS05","CH03"
"1463",5,"PS05","CH05"
"1464",7,"PS05","CH06"
"1465",19,"PS05","CH07"
"1466",46,"PS05","CH08"
"1467",7,"PS05","CH09"
"1468",12,"PS05","CH12"
"1469",8,"PS05","CH15"
"1470",43,"PS05","DPD01"
"1471",4,"PS05","EL01"
"1472",6,"PS05","EL03"
"1473",4,"PS05","EL05"
"1474",4,"PS05","FH01"
"1475",62,"PS05","FH04"
"1476",50,"PS05","ID04"
"1477",40,"PS05","PS04"
"1478",123,"PS05","PS05"
"1479",16,"PS05","SLU01"
"1480",14,"PS05","SLU02"
"1481",24,"PS05","SLU04"
"1482",39,"PS05","SLU07"
"1483",83,"PS05","SLU15"
"1484",22,"PS05","SLU16"
"1485",18,"PS05","SLU17"
"1486",9,"PS05","SLU18"
"1487",66,"PS05","SLU19"
"1488",4,"PS05","SLU20"
"1489",1,"PS05","UD04"
"1490",353,"PS05","WF01"
"1491",116,"PS05","WF04"
"1492",245,"SLU01","BT01"
"1493",115,"SLU01","BT03"
"1494",76,"SLU01","BT04"
"1495",140,"SLU01","BT05"
"1496",175,"SLU01","CBD03"
"1497",18,"SLU01","CBD04"
"1498",87,"SLU01","CBD05"
"1499",92,"SLU01","CBD06"
"1500",86,"SLU01","CBD07"
"1501",184,"SLU01","CBD13"
"1502",1,"SLU01","CD01"
"1503",32,"SLU01","CH01"
"1504",20,"SLU01","CH02"
"1505",79,"SLU01","CH03"
"1506",5,"SLU01","CH05"
"1507",10,"SLU01","CH06"
"1508",13,"SLU01","CH07"
"1509",23,"SLU01","CH08"
"1510",20,"SLU01","CH09"
"1511",32,"SLU01","CH12"
"1512",11,"SLU01","CH15"
"1513",73,"SLU01","DPD01"
"1514",52,"SLU01","EL01"
"1515",96,"SLU01","EL03"
"1516",58,"SLU01","EL05"
"1517",15,"SLU01","FH01"
"1518",10,"SLU01","FH04"
"1519",21,"SLU01","ID04"
"1520",61,"SLU01","PS04"
"1521",37,"SLU01","PS05"
"1522",176,"SLU01","SLU01"
"1523",143,"SLU01","SLU02"
"1524",263,"SLU01","SLU04"
"1525",344,"SLU01","SLU07"
"1526",462,"SLU01","SLU15"
"1527",504,"SLU01","SLU16"
"1528",93,"SLU01","SLU17"
"1529",125,"SLU01","SLU18"
"1530",80,"SLU01","SLU19"
"1531",151,"SLU01","SLU20"
"1532",2,"SLU01","SLU21"
"1533",7,"SLU01","UD01"
"1534",52,"SLU01","UD02"
"1535",39,"SLU01","UD04"
"1536",25,"SLU01","UD07"
"1537",2,"SLU01","UW01"
"1538",2,"SLU01","UW02"
"1539",15,"SLU01","UW04"
"1540",6,"SLU01","UW07"
"1541",8,"SLU01","UW10"
"1542",34,"SLU01","WF01"
"1543",31,"SLU01","WF04"
"1544",140,"SLU02","BT01"
"1545",37,"SLU02","BT03"
"1546",51,"SLU02","BT04"
"1547",63,"SLU02","BT05"
"1548",60,"SLU02","CBD03"
"1549",13,"SLU02","CBD04"
"1550",101,"SLU02","CBD05"
"1551",60,"SLU02","CBD06"
"1552",8,"SLU02","CBD07"
"1553",84,"SLU02","CBD13"
"1554",5,"SLU02","CH01"
"1555",4,"SLU02","CH02"
"1556",8,"SLU02","CH03"
"1557",1,"SLU02","CH05"
"1558",1,"SLU02","CH07"
"1559",7,"SLU02","CH08"
"1560",9,"SLU02","CH09"
"1561",4,"SLU02","CH12"
"1562",3,"SLU02","CH15"
"1563",173,"SLU02","DPD01"
"1564",72,"SLU02","EL01"
"1565",189,"SLU02","EL03"
"1566",65,"SLU02","EL05"
"1567",2,"SLU02","FH01"
"1568",2,"SLU02","FH04"
"1569",9,"SLU02","ID04"
"1570",2,"SLU02","Pronto shop"
"1571",32,"SLU02","PS04"
"1572",31,"SLU02","PS05"
"1573",65,"SLU02","SLU01"
"1574",240,"SLU02","SLU02"
"1575",318,"SLU02","SLU04"
"1576",503,"SLU02","SLU07"
"1577",247,"SLU02","SLU15"
"1578",67,"SLU02","SLU16"
"1579",105,"SLU02","SLU17"
"1580",76,"SLU02","SLU18"
"1581",104,"SLU02","SLU19"
"1582",69,"SLU02","SLU20"
"1583",2,"SLU02","SLU21"
"1584",4,"SLU02","UD01"
"1585",1,"SLU02","UD02"
"1586",46,"SLU02","UD04"
"1587",12,"SLU02","UD07"
"1588",2,"SLU02","UW01"
"1589",4,"SLU02","UW02"
"1590",34,"SLU02","UW04"
"1591",4,"SLU02","UW06"
"1592",4,"SLU02","UW07"
"1593",48,"SLU02","UW10"
"1594",57,"SLU02","WF01"
"1595",27,"SLU02","WF04"
"1596",126,"SLU04","BT01"
"1597",305,"SLU04","BT03"
"1598",66,"SLU04","BT04"
"1599",87,"SLU04","BT05"
"1600",65,"SLU04","CBD03"
"1601",13,"SLU04","CBD04"
"1602",56,"SLU04","CBD05"
"1603",71,"SLU04","CBD06"
"1604",22,"SLU04","CBD07"
"1605",140,"SLU04","CBD13"
"1606",2,"SLU04","CD01"
"1607",12,"SLU04","CH01"
"1608",5,"SLU04","CH02"
"1609",12,"SLU04","CH03"
"1610",5,"SLU04","CH05"
"1611",5,"SLU04","CH06"
"1612",9,"SLU04","CH07"
"1613",10,"SLU04","CH08"
"1614",6,"SLU04","CH09"
"1615",35,"SLU04","CH12"
"1616",8,"SLU04","CH15"
"1617",19,"SLU04","DPD01"
"1618",55,"SLU04","EL01"
"1619",226,"SLU04","EL03"
"1620",49,"SLU04","EL05"
"1621",9,"SLU04","FH01"
"1622",5,"SLU04","FH04"
"1623",14,"SLU04","ID04"
"1624",40,"SLU04","PS04"
"1625",42,"SLU04","PS05"
"1626",84,"SLU04","SLU01"
"1627",277,"SLU04","SLU02"
"1628",111,"SLU04","SLU04"
"1629",177,"SLU04","SLU07"
"1630",299,"SLU04","SLU15"
"1631",89,"SLU04","SLU16"
"1632",70,"SLU04","SLU17"
"1633",102,"SLU04","SLU18"
"1634",115,"SLU04","SLU19"
"1635",49,"SLU04","SLU20"
"1636",13,"SLU04","UD01"
"1637",6,"SLU04","UD02"
"1638",18,"SLU04","UD04"
"1639",9,"SLU04","UD07"
"1640",4,"SLU04","UW02"
"1641",13,"SLU04","UW04"
"1642",7,"SLU04","UW07"
"1643",7,"SLU04","UW10"
"1644",46,"SLU04","WF01"
"1645",7,"SLU04","WF04"
"1646",194,"SLU07","BT01"
"1647",178,"SLU07","BT03"
"1648",49,"SLU07","BT04"
"1649",146,"SLU07","BT05"
"1650",128,"SLU07","CBD03"
"1651",67,"SLU07","CBD04"
"1652",43,"SLU07","CBD05"
"1653",112,"SLU07","CBD06"
"1654",26,"SLU07","CBD07"
"1655",194,"SLU07","CBD13"
"1656",1,"SLU07","CD01"
"1657",22,"SLU07","CH01"
"1658",8,"SLU07","CH02"
"1659",10,"SLU07","CH03"
"1660",7,"SLU07","CH05"
"1661",5,"SLU07","CH06"
"1662",16,"SLU07","CH07"
"1663",75,"SLU07","CH08"
"1664",18,"SLU07","CH09"
"1665",23,"SLU07","CH12"
"1666",3,"SLU07","CH15"
"1667",249,"SLU07","DPD01"
"1668",65,"SLU07","EL01"
"1669",96,"SLU07","EL03"
"1670",28,"SLU07","EL05"
"1671",7,"SLU07","FH01"
"1672",7,"SLU07","FH04"
"1673",12,"SLU07","ID04"
"1674",48,"SLU07","PS04"
"1675",29,"SLU07","PS05"
"1676",182,"SLU07","SLU01"
"1677",447,"SLU07","SLU02"
"1678",174,"SLU07","SLU04"
"1679",138,"SLU07","SLU07"
"1680",225,"SLU07","SLU15"
"1681",210,"SLU07","SLU16"
"1682",86,"SLU07","SLU17"
"1683",30,"SLU07","SLU18"
"1684",149,"SLU07","SLU19"
"1685",38,"SLU07","SLU20"
"1686",2,"SLU07","UD01"
"1687",1,"SLU07","UD02"
"1688",18,"SLU07","UD04"
"1689",5,"SLU07","UD07"
"1690",1,"SLU07","UW01"
"1691",2,"SLU07","UW02"
"1692",4,"SLU07","UW04"
"1693",1,"SLU07","UW06"
"1694",4,"SLU07","UW07"
"1695",9,"SLU07","UW10"
"1696",104,"SLU07","WF01"
"1697",32,"SLU07","WF04"
"1698",292,"SLU15","BT01"
"1699",164,"SLU15","BT03"
"1700",80,"SLU15","BT04"
"1701",123,"SLU15","BT05"
"1702",56,"SLU15","CBD03"
"1703",13,"SLU15","CBD04"
"1704",216,"SLU15","CBD05"
"1705",171,"SLU15","CBD06"
"1706",67,"SLU15","CBD07"
"1707",161,"SLU15","CBD13"
"1708",2,"SLU15","CD01"
"1709",24,"SLU15","CH01"
"1710",20,"SLU15","CH02"
"1711",14,"SLU15","CH03"
"1712",6,"SLU15","CH05"
"1713",5,"SLU15","CH06"
"1714",37,"SLU15","CH07"
"1715",24,"SLU15","CH08"
"1716",22,"SLU15","CH09"
"1717",45,"SLU15","CH12"
"1718",6,"SLU15","CH15"
"1719",343,"SLU15","DPD01"
"1720",1,"SLU15","DPD03"
"1721",171,"SLU15","EL01"
"1722",116,"SLU15","EL03"
"1723",64,"SLU15","EL05"
"1724",11,"SLU15","FH01"
"1725",7,"SLU15","FH04"
"1726",45,"SLU15","ID04"
"1727",183,"SLU15","PS04"
"1728",98,"SLU15","PS05"
"1729",296,"SLU15","SLU01"
"1730",390,"SLU15","SLU02"
